"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Swansea 010A ","W01000794 ",0.5064456722,0,0,0.261951539,3.7837837838,0,0,0,0,0,0.487804878,0,0.5319148936,0.5,0,0,0.9345794393,0,3.7735849057,5.6603773585,0,6.4516129032,0
"Swansea 010B ","W01000797 ",0.7289595759,0,0.3300330033,0.4232804233,2.2508038585,0,0,0,2,0,0,0,0,1.7391304348,0.8130081301,0,0,0,2.1052631579,3.6144578313,1.3513513514,2.8571428571,0
"Swansea 010C ","W01000798 ",0.2118644068,0,0,0.3412969283,0,0,0,0,0,0.9900990099,0,0,0,0,0,1.2345679012,0,0.6756756757,0,0,0,0,0
"Swansea 010D ","W01000799 ",0.7235142119,0.3787878788,0.3305785124,0.6344171293,2.7397260274,0.5882352941,0,0.5076142132,0,0,0.5681818182,0,0.8064516129,1.3986013986,0.8064516129,0.8849557522,2.5641025641,0,2.1276595745,3.0303030303,3.8461538462,3.7037037037,0
"Swansea 014A ","W01000738 ",0.2262443439,0,0,0.180342651,0.7692307692,0,0,0,0,0,0,0,0,0,0,0,2.3255813953,0,0,0,1.6393442623,4.7619047619,0
"Swansea 014B ","W01000739 ",0.9239130435,0.8426966292,0.6912442396,0.9063444109,1.25,0.9345794393,0.9523809524,0.6944444444,0,0,2.0576131687,1.3888888889,0.7874015748,0,0,0,1.4084507042,3.0303030303,1.6129032258,0,0,3.8461538462,0
"Swansea 014C ","W01000740 ",1.3487475915,0.4166666667,0.3355704698,1.0090817356,3.0674846626,0,1.25,0,0,2.6548672566,0,0,1.3513513514,0.826446281,2.5641025641,0.8130081301,0,0.8333333333,0,2.0202020202,6.3291139241,8.8235294118,0
"Swansea 014D ","W01000741 ",0.2552648373,0,0,0.1086956522,0.8522727273,0,0,0,0,0,1.1494252874,0,0,0,0,0,0,0,0,2.1978021978,0,1.6666666667,0
"Swansea 021A ","W01000849 ",1.4957264957,0.9456264775,0.9881422925,1.430976431,2.6819923372,1.3157894737,0,1.3245033113,1.20481927710843,1.1428571429,1.2903225806,0.7194244604,0,0,1.7094017094,3.125,4.7169811321,0,1.5625,2.6315789474,1.7543859649,6.8965517241,2.8571428571
"Swansea 021B ","W01000850 ",1.9911504425,0,0.2754820937,1.9183168317,4.1297935103,0,0,0,1.72413793103448,1.6064257028,2.34375,1.376146789,0.5988023952,0.9259259259,1.9480519481,3.1007751938,3.7593984962,2.0833333333,3.9603960396,5.2631578947,8.5714285714,0,0
"Swansea 021C ","W01000851 ",1.7487046632,1.1111111111,1.226993865,1.5165876777,3.6529680365,1.0752688172,1.3698630137,0.9615384615,1.78571428571429,1.1976047904,1.2658227848,1.8867924528,2.1978021978,0,0,1.9607843137,0,6.1728395062,1.3888888889,1.9607843137,7.1428571429,9.0909090909,0
"Swansea 021D ","W01000852 ",1.9854401059,1.0526315789,1.4005602241,2.0703933747,2.6923076923,0,0,2.3622047244,2.77777777777778,0.8771929825,2,1.0526315789,3.1914893617,2.0202020202,3.7878787879,1.0752688172,1.3333333333,2.1739130435,2.5641025641,3.2786885246,3.125,4,0
"Swansea 009A ","W01000817 ",0.7914075749,0,0,0.9795191451,1.1627906977,0,0,0,0,2.5,0,0,1.5748031496,2.8301886792,0.8130081301,1.4705882353,0,0,3.6363636364,0,0,2.6315789474,0
"Swansea 009B ","W01000818 ",0.3255208333,0,0,0.3246753247,0.6557377049,0,0,0,0,0,0,0,1.1627906977,1.1235955056,0,1.25,0,0,0,0,2.0408163265,2.7777777778,0
"Swansea 009C ","W01000819 ",0.347947112,0,0,0.3550295858,0.4819277108,0,0,0,0,1.1111111111,0,0,0,0,0.9433962264,0.9900990099,0,0,0,0,1.1235955056,2.1276595745,0
"Swansea 009D ","W01000820 ",1.2472487161,1.3953488372,1.4869888476,1.0112359551,1.9379844961,1.6393442623,3.1746031746,0,1.85185185185185,2.2222222222,0,1.1494252874,0,0,1.8691588785,1.25,1.25,0.9009009009,0,1.4084507042,0,6.25,6.25
"Swansea 009E ","W01000821 ",1.0951403149,0,0,0.8686210641,2.657807309,0,0,0,0,0,0,1.2658227848,0.8620689655,0,0.8403361345,0,1.0989010989,3.738317757,2.2222222222,2.6315789474,1.724137931,0,7.8947368421
"Swansea 009F ","W01000822 ",0.4854368932,0,0,0.283286119,1.0204081633,0,0,0,0,0,0,0,0,1.5873015873,0,0,1.1111111111,0,1.4925373134,0,1.2345679012,0,2.6315789474
"Swansea 015A ","W01000763 ",1.5748031496,0.8955223881,0.7537688442,1.0989010989,5.3191489362,0.8403361345,2.0408163265,0,0,0,0,1.6806722689,2,0,0.7633587786,0.8547008547,2.2727272727,3.6144578313,1.9607843137,7.1428571429,4.5454545455,11.111111111,4.1666666667
"Swansea 015B ","W01000764 ",1.0309278351,0.2994011976,0.5089058524,1.0879419764,1.8867924528,0,0.9708737864,0,1.69491525423729,0.6666666667,0,0.8196721311,0,1.8018018018,0.7518796992,3.1578947368,2.1739130435,1.3333333333,3.5087719298,0,3.3898305085,0,0
"Swansea 015C ","W01000765 ",0.9650180941,0,0,0.4557885141,4,0,0,0,0,0,0,0,0,0,1.6393442623,1.5267175573,0,0.9900990099,3.0769230769,3.2258064516,0,5.7692307692,10.810810811
"Swansea 015D ","W01000766 ",2.0304568528,0.8982035928,0.9852216749,1.3916500994,6.3559322034,1.0638297872,0.8474576271,0.8196721311,1.38888888888889,0,2.2471910112,0,3.0927835052,0,2.7027027027,0.8620689655,1.0752688172,2.9702970297,1.4492753623,10.526315789,6.8965517241,11.111111111,5.7142857143
"Swansea 015E ","W01000767 ",1.448321264,2.371541502,1.9933554817,0.7462686567,2.743902439,4.8780487805,1.2820512821,1.0752688172,0,0,1.0638297872,0,2.0833333333,0,1.9230769231,1.1494252874,0.9345794393,0,0,5.7142857143,2.3255813953,5.7692307692,0
"Swansea 016A ","W01000742 ",0.58177117,0,0,0.7835455436,0.4237288136,0,0,0,0,0.7692307692,0.7874015748,0.78125,0.9708737864,1.0309278351,0,0.9433962264,1.2048192771,1.1904761905,0,1.4925373134,0,0,0
"Swansea 016B ","W01000744 ",2.6809651475,2.2831050228,1.9011406844,2.3787740165,5,0,0,7.2463768116,0,2.7027027027,1.6216216216,0.7575757576,2.0618556701,3.6697247706,4.6728971963,3,2.8169014085,1.5873015873,2,4,3.2258064516,8.5714285714,14.285714286
"Swansea 016C ","W01000787 ",1.9723865878,0.3597122302,1.2195121951,2.1677662582,3.2967032967,0.9803921569,0,0,6,1.5748031496,1.9607843137,2.1739130435,2,1.0526315789,0,2.6785714286,2.1052631579,4.5454545455,3.5087719298,2.7027027027,4.7619047619,0,5
"Swansea 016D ","W01000788 ",1.9444444444,0,0,2.2448979592,3.2432432432,0,0,0,0,2.8571428571,2.9850746269,1.1494252874,0,0.8928571429,1.8867924528,0.9345794393,6.8181818182,5.3333333333,6.5573770492,0,0,4.347826087,3.8461538462
"Swansea 016E ","W01000789 ",0.8432888264,0,0,0.406504065,5.1282051282,0,0,0,0,0,0,0,0,0.9259259259,0,0,2.6548672566,0,2.1739130435,8.1081081081,5.8823529412,6.8965517241,0
"Swansea 016F ","W01000790 ",1.6743648961,0,0,1.5030946065,4.8582995951,0,0,0,0,1.3157894737,0.7092198582,1.3513513514,0,0,1.8691588785,5.1546391753,1.8018018018,3.0303030303,2,4.8192771084,1.9607843137,2.8571428571,17.857142857
"Swansea 011A ","W01000830 ",0.2362669817,0,0,0.3816793893,0,0,0,0,0,0.6024096386,0.6451612903,0,0,0,0.9523809524,0,0,1.724137931,0,0,0,0,0
"Swansea 011B ","W01000832 ",0.187032419,0.3021148036,0.2450980392,0.1883239171,0,0.826446281,0,0,0,0.6756756757,0,0,0,0,0,0,0,1.1111111111,0,0,0,0,0
"Swansea 011C ","W01000833 ",0.0571428571,0,0,0,0.4807692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516
"Swansea 011D ","W01000834 ",0.2588996764,0,0,0.2214839424,0.8733624454,0,0,0,0,0,0,0,0,0,1.0638297872,1.1235955056,0,0,0,1.5151515152,0,0,4.7619047619
"Swansea 011E ","W01000836 ",0.1767565179,0,0,0.1992031873,0.6944444444,0,0,0,0,0,0,0.8733624454,0,0,0.7194244604,0,0,0,0,2.8571428571,0,0,0
"Swansea 013A ","W01000760 ",1.2574850299,0.9174311927,0.7751937984,1.2715712988,1.652892562,0.8771929825,0,1.6260162602,0,0.7407407407,0.7633587786,0,0,1.5267175573,3.7878787879,0.8771929825,3.2258064516,1.1494252874,0,0,0,3.125,15
"Swansea 013B ","W01000761 ",0.8285532186,0,0,1.081612586,0.9478672986,0,0,0,0,0,1.4285714286,0.8849557522,0.8695652174,0,2.5641025641,0,2.5,2.5974025974,3.0769230769,0,0,0,0
"Swansea 013C ","W01000762 ",0.1254705144,0,0,0.0978473581,0.4329004329,0,0,0,0,0,0,0,0,0.8064516129,0,0,0,0,1.6129032258,0,0,0,0
"Swansea 013D ","W01000831 ",0.553709856,0.2444987775,0.2169197397,0.5385996409,1.0600706714,0.5464480874,0,0,0,1.2195121951,0,0,0.8928571429,0,0,1.0309278351,0,2.1505376344,0,0,0,0,8.5714285714
"Swansea 013E ","W01000835 ",0.8450704225,0,0,0.84643289,2,0,0,0,0,0,0,0.9523809524,0,0,2.7777777778,0,1.1904761905,2.9411764706,1.4705882353,0,0,8.1081081081,2.6315789474
"Swansea 017A ","W01000755 ",0.9197751661,0,0,0.9787928222,1.7291066282,0,0,0,0,0,1.5748031496,0,0,1.3698630137,1.4184397163,2.3622047244,0.9708737864,1.8348623853,0,2.5423728814,2.8571428571,2.0833333333,0
"Swansea 017B ","W01000756 ",0.4399748586,0.625,0.7853403141,0.3795066414,0.4608294931,0,1.0526315789,0.7352941176,1.61290322580645,0,0,1.8691588785,0,0.6711409396,0,0,0,0,0,0,0,0,3.4482758621
"Swansea 017C ","W01000757 ",0.8754208754,0,0,0.5707762557,1.9323671498,0,0,0,0,1.1363636364,0,0,0,1.1627906977,0,0,1.8867924528,0.8849557522,1.0638297872,2.0618556701,0,3.2258064516,5.2631578947
"Swansea 017D ","W01000758 ",1.2143611404,0.2873563218,0.4987531172,1.2345679012,2.1148036254,0,0,0.8,1.88679245283019,2.4390243902,1.5267175573,0,2.2058823529,0.6451612903,1.6260162602,2.4193548387,0,0,0,2.2988505747,0,3.9215686275,9.375
"Swansea 022A ","W01000853 ",0.5517241379,0,0,0.3260869565,1.8248175182,0,0,0,0,0,0,0,0,0,0.7142857143,1.0416666667,0,1.0638297872,1.25,3.125,1.8867924528,2.7027027027,0
"Swansea 022B ","W01000854 ",0.3053435115,0,0,0.4545454545,0,0,0,0,0,1.3513513514,1.6129032258,0,0,0,0.9009009009,0.6024096386,0,0,0,0,0,0,0
"Swansea 022C ","W01000855 ",0.0673854447,0,0,0,0.2583979328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0309278351,0,0
"Swansea 022D ","W01000856 ",0.2317497103,0.3787878788,0.3067484663,0.0966183575,0.4683840749,0,0,0.7936507937,0,0,0,0,0,0,0.6849315068,0,0,0,0,0,0,1.1494252874,1.2658227848
"Swansea 022E ","W01000857 ",1.2557077626,1.2,0.974025974,0.829015544,2.0484171322,3.3333333333,1.1627906977,0,0,0,0,1.6666666667,1.0869565217,2.0408163265,2.3076923077,0,1.1235955056,0,2.8037383178,2.8301886792,2.5,0,1.9607843137
"Swansea 012A ","W01000759 ",0.4742547425,0,0,0.7608695652,0,0,0,0,0,0,1.2195121951,0,1.1494252874,1.1494252874,0,0,0.9433962264,2.2222222222,0,0,0,0,0
"Swansea 012B ","W01000777 ",0.2805836139,0,0,0.0922509225,1.0075566751,0,0,0,0,0,0,0,0,0,0,0,0.8547008547,0,0,1.7391304348,0,0,5.2631578947
"Swansea 012C ","W01000778 ",0.1596593933,0.2544529262,0.2159827214,0.1632653061,0,0,0,0.5524861878,0,0,0,1.8518518519,0,0,0,0,0,0,0,0,0,0,0
"Swansea 012D ","W01000779 ",0.5194805195,0.293255132,0.243902439,0.6097560976,0.4651162791,0,0,0.6060606061,0,0.8771929825,0,0,1.0638297872,0.7194244604,0,0.9090909091,2.1978021978,0,1.8181818182,0,0,0,0
"Swansea 018A ","W01000772 ",0.6317119394,0.3215434084,0.2538071066,0.9100101112,0,0,0,0.78125,0,0,1.5625,0,0,0,1.6806722689,1.7543859649,3.125,0,0,0,0,0,0
"Swansea 018B ","W01000828 ",0.6968641115,1.1363636364,0.9316770186,0.4849660524,0.9367681499,1.3513513514,0,2.0833333333,0,0,0,1.5151515152,0,0.7874015748,0.7751937984,0.826446281,0,0.6896551724,0.7575757576,2.3529411765,0,0,1.9230769231
"Swansea 018C ","W01000829 ",0.7427055703,1.3029315961,1.2853470437,0.6722689076,0.5154639175,0,2.6666666667,1.3793103448,1.21951219512195,1.7857142857,0,0,0,1.4925373134,0,0,1.5037593985,0.6493506494,0,0,0,0,4.1666666667
"Swansea 020A ","W01000768 ",1.1486001436,0.4219409283,0.3367003367,0.9280742459,2.380952381,0,0,0.8620689655,0,0,0,0,1.2195121951,1.8348623853,1.8348623853,1.0101010101,0,1.4388489209,3.3333333333,0,5.3571428571,2.5,0
"Swansea 020B ","W01000769 ",0.2124645892,0,0,0,0.8849557522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9230769231,0,2.380952381,0
"Swansea 020C ","W01000770 ",0.4441624365,0,0,0.5208333333,0.6006006006,0,0,0,0,0,0,1.1764705882,0,0,0.8403361345,1.0204081633,0,1.7094017094,1.724137931,0,0,0,0
"Swansea 020D ","W01000771 ",1.2772351615,1.2820512821,1.0380622837,1.368159204,1.023890785,1.724137931,2.8571428571,0,0,0,3.5087719298,0,3.5294117647,2.380952381,0.9174311927,0,1.0204081633,1.6393442623,0,0,2.9411764706,0,3.125
"Swansea 023B ","W01000781 ",0.2351557907,0,0,0.2162162162,0.4192872117,0,0,0,0,0,0,0,0,0,0.7042253521,0,1.1235955056,0,0.8474576271,0,0.8547008547,0,0
"Swansea 023C ","W01000782 ",0.6481481481,0,0,0,2.0958083832,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4492753623,1.25,2,5.4545454545,0
"Swansea 023E ","W01001956 ",0.4494382022,0,0,0.4329004329,0.8333333333,0,0,0,0,0,0,0,0,0,0,0,0.8928571429,3.0303030303,1.9607843137,0,1.2048192771,0,0
"Swansea 030A ","W01000775 ",4.4726670348,3.0769230769,3.1088082902,4.1551246537,6.4516129032,2.2471910112,3.125,3.5714285714,3.27868852459016,8.6021505376,9.5238095238,3.8961038961,5.1282051282,3.2786885246,3.3112582781,4.8611111111,3.0487804878,1.9867549669,8.2644628099,8.2568807339,4.347826087,1.6129032258,7.1428571429
"Swansea 030B ","W01000776 ",2.7072758037,1.9169329073,1.9230769231,2.9296875,2.752293578,2.2222222222,1.9801980198,1.6393442623,1.96078431372549,8.064516129,3.3898305085,4.0816326531,3.8834951456,1.5873015873,2.3255813953,1.6949152542,2.7586206897,2.7472527473,3.8461538462,0.9090909091,2.5641025641,1.9230769231,5
"Swansea 030C ","W01000839 ",1.7821782178,1.1363636364,1.9230769231,2.9182879377,0.3125,2.4390243902,1.724137931,0,6.25,7.6923076923,0,7.3170731707,2.1276595745,1.4285714286,3.3333333333,1.7543859649,1.6393442623,1.4925373134,0,0,0,0,2.380952381
"Swansea 030D ","W01000840 ",0.7250755287,0,0,1.0368663594,0.5870841487,0,0,0,0,1.9230769231,2.5,0,0,0,0,3.8461538462,1.6806722689,0.6666666667,0,1.3071895425,0.9523809524,0,0
"Swansea 019A ","W01000862 ",0.1250781739,0,0,0.193236715,0,0,0,0,0,0.6578947368,0,0,0,0,1.0526315789,0,0,0,0,0,0,0,0
"Swansea 019B ","W01000863 ",0.6935687264,0.5050505051,0.4310344828,0.6211180124,1.3392857143,0,0.8771929825,0.7874015748,0,0,0.7751937984,1.1627906977,1.8018018018,0,0.9009009009,1.2658227848,0,0,1.6129032258,1.7543859649,0,3.5714285714,0
"Swansea 019C ","W01000864 ",1.0296789824,0.8456659619,1.1131725417,0.78125,3.2467532468,0.4926108374,0.8130081301,1.3605442177,3.03030303030303,0.6329113924,0.6756756757,0,2,1.7857142857,0,0,0,0,2.0408163265,4.5454545455,3.0303030303,0,10
"Swansea 019D ","W01000865 ",0.2958579882,0,0,0.3623188406,0.4098360656,0,0,0,0,0,1.1764705882,0,0,0,0,0,1.4084507042,1.6393442623,0,0,0,2.380952381,0
"Swansea 019E ","W01000866 ",0.8271298594,0.3424657534,0.296735905,0.2739726027,3.743315508,0,1.2820512821,0,0,0,0,0,0,0,0,0,0,3.1746031746,2.0833333333,4.0816326531,4.2553191489,8.6956521739,0
"Swansea 019F ","W01000867 ",0.4618937644,0.3521126761,0.2857142857,0.4733727811,0.5882352941,0,0,0.8771929825,0,0,0,1.3157894737,1.1904761905,0,2.0833333333,0,0,0,0,0,0,0,7.6923076923
"Swansea 024A ","W01000747 ",2.192513369,1.6129032258,1.1494252874,2.2522522523,2.3076923077,3.2258064516,0,1.6666666667,0,1.9073569482,3.6697247706,1.8691588785,4.5454545455,3.7974683544,1.5151515152,1.5625,0,2.380952381,5.8823529412,0,3.5714285714,0,0
"Swansea 024B ","W01000868 ",0.3577817531,0,0,0.2751031637,0.9345794393,0,0,0,0,0,0,0,1.2820512821,0,1.2658227848,0,0,0,0,1.9607843137,0,0,4.347826087
"Swansea 024C ","W01000869 ",2.5923525599,0.6134969325,0.5,2.8229255774,2.8436018957,1.3888888889,0,0,0,3.216374269,2.7972027972,0,2.0833333333,8.75,3.9603960396,1.1494252874,2.1276595745,2.6315789474,4.5454545455,0,4.0816326531,0,4.7619047619
"Swansea 024D ","W01000870 ",1.6404199475,0,0,1.25,7.0921985816,0,0,0,0,0.4395604396,0.8620689655,2.1052631579,2.752293578,1.0526315789,2.9850746269,1.1494252874,1.5873015873,2.6666666667,4.6511627907,2.1739130435,5.2631578947,15.789473684,21.428571429
"Swansea 024E ","W01000872 ",0.289017341,0,0,0.3393665158,0.3759398496,0,0,0,0,0.8333333333,1.0869565217,0,0,0,0.8928571429,0,0,0,0,1.6666666667,0,0,0
"Swansea 024F ","W01000874 ",1.3429256595,1.1834319527,0.9661835749,0.8813160987,5.1401869159,0,0,2.9411764706,0,0,0.8333333333,0,2.2471910112,3.9473684211,1.0752688172,5,6.1224489796,1.9607843137,0,4.347826087,10.416666667,2.0833333333,8.8235294118
"Swansea 025B ","W01000745 ",3.7957523723,2.2935779817,2.8985507246,3.9053905391,4.5197740113,4.2553191489,1.7857142857,0,5.17241379310345,2.332361516,6.2937062937,6.4171122995,4.2016806723,2.0202020202,1.8181818182,5.8823529412,4.2105263158,4.3010752688,4.5454545455,0,10.526315789,0,8.3333333333
"Swansea 025C ","W01000746 ",1.6877637131,0.7246376812,0.5847953216,1.4426727411,3.9215686275,0,0,2.7777777778,0,0.4494382022,1.0416666667,1.5503875969,0,0,1.0752688172,5.8823529412,5.5555555556,2.7027027027,5.9701492537,0,2.9411764706,3.7037037037,10.526315789
"Swansea 025E ","W01001938 ",4.2461005199,3.7037037037,11.111111111,4.5454545455,2.1897810219,4.7619047619,0,0,33.3333333333333,3.2467532468,4.7619047619,4.9019607843,4.7619047619,7.6923076923,1.9607843137,4.5454545455,5,4.2857142857,4.4444444444,0,3.5714285714,0,0
"Swansea 025F ","W01001955 ",1.7988007995,0,2.5316455696,2.0512820513,1.0309278351,0,0,0,5.12820512820513,2.7559055118,3.75,5.7142857143,0,0.9090909091,0,0,0,0,2.9411764706,0,0,2.1276595745,0
"Swansea 025G ","W01001957 ",0.75,0.9803921569,0.8620689655,0.9057971014,0,4,0,0,0,0,1.2658227848,2.1276595745,0,0,1.8518518519,0,3.0303030303,1.9607843137,0,0,0,0,0
"Swansea 025H ","W01001958 ",2.1840873635,1.6393442623,1.1235955056,2.1718602455,2.4691358025,3.125,0,0,0,2.1406727829,3.0864197531,2.0408163265,3.4090909091,2.6315789474,0,2.5974025974,2.7027027027,0,3.8461538462,0,0,0,6.8965517241
"Swansea 026A ","W01000749 ",1.0793308149,0,0.3846153846,0.9966777409,1.8957345972,0,0,0,3.03030303030303,0,0,0,1.0989010989,0,1.0416666667,5.0632911392,1.0989010989,4.0816326531,1.3333333333,1.0752688172,2.4096385542,2.5,2.1978021978
"Swansea 026B ","W01000871 ",2.0396600567,0,0.5617977528,1.5456989247,8.5526315789,0,0,0,1.88679245283019,0.5610098177,2.3255813953,3.0534351145,1.0309278351,3.488372093,1.5384615385,1.4285714286,6.25,1.8867924528,4.2553191489,10.256410256,10.344827586,7.6923076923,18.181818182
"Swansea 026C ","W01000873 ",2.2767075306,0,0,2.075226978,7.6086956522,0,0,0,0,1.4662756598,3.937007874,5.5555555556,3.5714285714,3.9215686275,3.2258064516,0,3.7037037037,2,3.4482758621,0,12.5,10.526315789,16.666666667
"Swansea 026D ","W01000875 ",1.4888337469,0.9259259259,0.6993006993,1.1534025375,5.2023121387,0,2.6315789474,0,0,0.4935834156,1.1627906977,1.8518518519,1.3698630137,1.4492753623,4.1666666667,1.5384615385,3.125,4.7619047619,2.3255813953,8.5714285714,0,12.903225806,4
"Swansea 026E ","W01000876 ",2.1463414634,1.4492753623,1.1494252874,1.7405951713,8.3969465649,0,2.1739130435,2.3255813953,0,1.1551155116,2.1276595745,1.3157894737,1.5873015873,0,5.7692307692,5.2631578947,8.3333333333,4.8780487805,3.3333333333,6.4516129032,10.714285714,15.384615385,6.25
"Swansea 027A ","W01000858 ",0.4297114794,0,0,0.2620087336,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902,0,0,0,5.5555555556,5.7142857143
"Swansea 027B ","W01000859 ",0.1413427562,0,0,0.1326259947,0.1919385797,0,0,0,0,0,0,0,0,1.4285714286,0,0,0,0,0,0.8474576271,0,0,0
"Swansea 027C ","W01000860 ",0.205338809,0,0,0.243902439,0.22172949,0,0,0,0,0,0,0,0,1.3157894737,0,0,0,0.7462686567,0,0,0,0,1.8181818182
"Swansea 027D ","W01000861 ",0.773480663,0,0,0.946969697,0.7380073801,0,0,0,0,3.9215686275,0,0,0,0,0,2,0,0,0,0,1.724137931,2.0833333333,0
"Swansea 028A ","W01000736 ",0.9912536443,0.3649635036,0.3125,0.9677419355,1.3698630137,0,0,0.8928571429,0,0,3.5087719298,1.8867924528,0.9803921569,2.6548672566,0,0,0,1.3698630137,0,0,1.8518518519,4.1666666667,1.3513513514
"Swansea 028B ","W01000737 ",5.0477489768,2.8169014085,3.0888030888,6.9963811821,2.358490566,4.5454545455,2.4096385542,2.3255813953,4.34782608695652,12.727272727,17.910447761,8.3333333333,4.8192771084,9.8765432099,3.4188034188,5.4347826087,6.3636363636,3.8461538462,3.125,2.0408163265,3.125,1.3513513514,1.6666666667
"Swansea 028C ","W01000804 ",0.472972973,0,0,0.1351351351,1.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,0.7462686567,0,0.9174311927,1.8348623853,2.6666666667,1.2048192771
"Swansea 028D ","W01000805 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swansea 029A ","W01000879 ",0.4550625711,0,0,0.580270793,0.4524886878,0,0,0,0,2.3529411765,3.6363636364,0,0,0,0,0,0.7874015748,0.5780346821,0,0,0,0,3.5714285714
"Swansea 029B ","W01000880 ",0.3180661578,0,0,0.3504672897,0.3898635478,0,0,0,0,1.2987012987,1.4925373134,0,0,0,0,0,0,0.8130081301,0,0,0.9090909091,0,1.1904761905
"Swansea 029C ","W01000881 ",0.2253944403,0,0,0.3896103896,0,0,0,0,0,0,0,0,0,0,0,1.3698630137,0,1.8018018018,0,0,0,0,0
"Swansea 029D ","W01000882 ",0.4048582996,0.3048780488,0.2645502646,0.3033367037,0.7281553398,1.0101010101,0,0,0,1.0416666667,1.0989010989,0,0,0,0,0.9900990099,0,0,0,0,2.8169014085,1.6129032258,0
"Swansea 031A ","W01000823 ",0.058411215,0,0,0,0.1953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3513513514,0
"Swansea 031B ","W01000824 ",2.7925531915,0.4524886878,0.4048582996,2.4822695035,4.5766590389,1.1904761905,0,0,0,2.2222222222,3.0769230769,1.724137931,0.9708737864,4.8076923077,2.1978021978,3.125,2.3076923077,2.34375,5.9701492537,1.8518518519,6.7567567568,3.1746031746,5.1724137931
"Swansea 031C ","W01000825 ",1.5320334262,0.5586592179,0.4807692308,1.5233949946,2.0710059172,0,0,1.4705882353,0,0,1.8518518519,1.8867924528,3.1914893617,0,3.2967032967,0.9803921569,1.9417475728,1.0989010989,1.1494252874,0,7.2727272727,0,2.9850746269
"Swansea 031D ","W01000826 ",3.4074074074,4.8387096774,4.1474654378,2.8947368421,3.7128712871,6.1538461538,1.7543859649,6.25,0,0,0,6.3829787234,7.7922077922,1.1235955056,5.8823529412,1.0416666667,3,2.8037383178,6.6666666667,4,2.3529411765,4.2253521127,0
"Swansea 031E ","W01000827 ",0.9587020649,0.4608294931,0.395256917,0.9422850412,1.3793103448,1.3888888889,0,0,0,4.1666666667,1.1494252874,1.4084507042,0,0,0.9615384615,0,0.9433962264,0.8771929825,1.3698630137,2.8169014085,0,0,2.9411764706
"Neath Port Talbot 003A ","W01000893 ",0.5027652086,0,0,0.3965107058,1.3020833333,0,0,0,0,0.6896551724,0.8130081301,0,0,0,0,0,0.78125,1.5503875969,0,1.0101010101,1.6949152542,3.3333333333,2.5641025641
"Neath Port Talbot 003B ","W01000925 ",0.4557291667,0.3225806452,0.2652519894,0.5302226935,0.3533568905,0,0,0.8547008547,0,0,0,0,0,0.9345794393,0.8547008547,1.0869565217,1.0869565217,1.1764705882,1.3333333333,0,0,0,0
"Neath Port Talbot 003C ","W01000926 ",0.5917159763,0,0,0.6233303651,0.8510638298,0,0,0,0,0.9090909091,0,0,0.9259259259,0,0.7092198582,0,0.7352941176,1.8867924528,0.6849315068,0,3.2258064516,0,0
"Neath Port Talbot 005A ","W01000887 ",0.5,0.3838771593,0.3236245955,0.4510309278,0.9174311927,0.6097560976,0.5714285714,0,0,0,1.4598540146,0.5208333333,0,0.4926108374,0,0,0.6289308176,1.3422818792,0,1.3888888889,0,2.5,3.125
"Neath Port Talbot 005B ","W01000953 ",0.8720930233,0.6369426752,0.5405405405,0.9082652134,0.9836065574,0,0,1.4598540146,0,0.6172839506,1.0638297872,1.25,0.9708737864,1.6,0.7142857143,0,2.5641025641,0,0,0,0,5.4054054054,2.5
"Neath Port Talbot 005C ","W01000954 ",0.4946996466,0,0,0.3340757238,1.3793103448,0,0,0,0,0,0,0,0,0,0,0,1.0101010101,1.8348623853,0,2.7027027027,1.6393442623,0,2.9411764706
"Neath Port Talbot 005D ","W01000970 ",0.8643042351,2.0304568528,2.0161290323,0.8042895442,0,0,1.7543859649,3.8461538462,1.96078431372549,1.0101010101,0,1.25,1.5151515152,1.2195121951,0,1.1494252874,0,0,0,0,0,0,0
"Neath Port Talbot 006A ","W01000902 ",0.1964636542,0,0,0.3355704698,0,0,0,0,0,0,0,0,0,0,0,0,1.4084507042,0.8130081301,0,0,0,0,0
"Neath Port Talbot 006B ","W01000903 ",0.0896057348,0,0,0,0.3389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4390243902
