"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator Data by Lower Layer Super Output Areas - Households With No Central Heating"
""

Filters:
Indicator: Population living in households with no central heating (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Gwynedd 006C ","W01000098 ",4.0155440415,1.7377567141,1.9471488178,5.3521126761,2.2813688213,1.6,1.0695187166,2.5510204082,3.48837209302326,4.3103448276,3.3333333333,5.6338028169,3.0303030303,4.6511627907,8.8235294118,6.8027210884,8,5.8823529412,1.2987012987,2.9411764706,0,2.5,8.3333333333
"Gwynedd 006D ","W01000110 ",2.5232403718,1.3157894737,1.871657754,3.0303030303,1.8867924528,3,0,0.9090909091,4.28571428571429,7.2164948454,1.3333333333,1.9230769231,1.1235955056,4.3103448276,2.3255813953,4.7619047619,2.0618556701,0.9259259259,1.25,1.6949152542,2.2727272727,7.1428571429,0
"Gwynedd 007A ","W01000054 ",4.0286481647,1.4492753623,1.6326530612,4.2360060514,5.6224899598,0,1.5384615385,2.5641025641,2.63157894736842,0,7.2727272727,5.2631578947,10.769230769,4.2857142857,1.1904761905,1.3333333333,1.4285714286,10,2.5974025974,10.344827586,8,3.125,3.125
"Gwynedd 007B ","W01000088 ",5.5220883534,5.0724637681,6.2893081761,6.015037594,4.4619422572,3.355704698,7.9365079365,4.3165467626,14.2857142857143,6.6037735849,3.7974683544,5.8252427184,4.4117647059,9.8591549296,6.1224489796,3.164556962,3.937007874,5.8823529412,6.8965517241,3.7974683544,2.9850746269,4.8387096774,1.7543859649
"Gwynedd 007C ","W01000111 ",4.8366013072,2.5641025641,2.9220779221,4.9947970864,6.4189189189,4.0404040404,2.9850746269,0.9345794393,5.71428571428571,3.1007751938,4.347826087,5,3.4482758621,6.8965517241,2.380952381,3.125,9.4594594595,7.8431372549,3.5714285714,8.4507042254,6.25,7.3170731707,7.6923076923
"Gwynedd 007D ","W01000118 ",6.1639736685,6.5088757396,6.4676616915,6.2923523717,5.3333333333,6.1855670103,7.476635514,5.9701492537,6.25,4.347826087,5,7.9207920792,10.476190476,3.305785124,4.0650406504,5.4545454545,10.317460317,5.3435114504,3.75,2.6315789474,2.1739130435,9.6153846154,10.869565217
"Gwynedd 008A ","W01000073 ",4.7023809524,3.3898305085,4.1782729805,5.0193050193,4.8710601719,2.3529411765,2.1276595745,5.1724137931,7.8125,8.6021505376,5.2631578947,4.1666666667,2.8571428571,3.2520325203,5,6.3063063063,0.8333333333,7.5757575758,5.1282051282,5.1948051948,3.9473684211,4.5454545455,5.7142857143
"Gwynedd 008B ","W01000086 ",8.8039128502,8.4862385321,8.604206501,8.8791848617,8.8838268793,8.4967320261,5.8823529412,10.365853659,9.19540229885057,6.0606060606,8.6021505376,14.4,3.7313432836,10.843373494,6.875,10.45751634,8.5526315789,9.8837209302,7.6388888889,6.0606060606,8.75,10.95890411,16.279069767
"Gwynedd 008C ","W01000104 ",6.8361581921,3.6253776435,5.1470588235,6.8965517241,9.5628415301,1.9417475728,2.8037383178,5.7851239669,11.6883116883117,3.4188034188,8.1395348837,5.6179775281,7.9365079365,9.8360655738,5,9.2592592593,4.5454545455,5.0847457627,10,9.1836734694,7.9365079365,13.953488372,7.1428571429
"Gwynedd 008D ","W01000112 ",7.8756476684,5.3789731051,5.5785123967,7.476635514,12.209302326,5.223880597,4.8780487805,5.9210526316,6.66666666666667,9.7087378641,7.7777777778,5.4054054054,6.8376068376,9.3525179856,4.4776119403,12.389380531,7.4829931973,5.4054054054,12.195121951,9.3333333333,16.923076923,13.043478261,8.5714285714
"Gwynedd 009A ","W01000056 ",11.84,8.5635359116,8.3521444695,12.176814012,14.331210191,9.243697479,8.1818181818,8.2706766917,7.40740740740741,10.897435897,11.320754717,11.881188119,8.1081081081,14.414414414,19.58041958,6.25,14.285714286,14.685314685,15.730337079,13.580246914,16.666666667,10,15
"Gwynedd 009B ","W01000065 ",8.8235294118,5.6497175141,6.334841629,9.6503496503,8.6956521739,2.9850746269,2.8571428571,9.3333333333,9.09090909090909,8.8235294118,2.8985507246,7.6923076923,0,9.375,11.458333333,13.684210526,12.162162162,13.725490196,12.307692308,0,1.9230769231,16.666666667,20
"Gwynedd 009C ","W01000113 ",6.4829821718,8.2857142857,7.7647058824,6.5470852018,4.6632124352,6.7307692308,9.7345132743,8.2706766917,5.33333333333333,3.305785124,5.7142857143,5.8139534884,7,9.022556391,7.5187969925,6.25,6.0344827586,8.2644628099,5.6074766355,3.5714285714,4.7058823529,4.2857142857,5
"Gwynedd 009D ","W01000114 ",12.860727729,9.6774193548,10.144927536,13.015184382,14.75826972,7.5949367089,9.6385542169,11.111111111,12.1212121212121,10.869565217,18.181818182,13.888888889,10,14.432989691,10.434782609,14.516129032,8.3333333333,17.886178862,15.714285714,15.841584158,11.594202899,13.333333333,15.789473684
"Gwynedd 013A ","W01000069 ",7.1947194719,6.9518716578,6.25,8.9108910891,4.6153846154,6.4102564103,5.4054054054,8.3333333333,2.7027027027027,12.328767123,6.6666666667,5.7692307692,3.4482758621,4.8192771084,11.538461538,14.285714286,10.185185185,8.843537415,6.3694267516,0.9345794393,2.8301886792,9.5238095238,3.0303030303
"Gwynedd 013B ","W01000074 ",6.5837221358,6.8181818182,8.4337349398,7.6990376203,4.0229885057,5,3.8461538462,10.377358491,14.7058823529412,2.9126213592,7.3170731707,6.6666666667,12.162162162,12.14953271,9.219858156,6.8702290076,7.2727272727,4.0609137056,3.3707865169,7.0866141732,1.8018018018,3.7735849057,3.7735849057
"Gwynedd 013C ","W01000079 ",7.9703429101,3.1847133758,5.2631578947,9.8214285714,7.182320442,2.2727272727,0,5.4794520548,15.1515151515152,15,9.0909090909,11.111111111,2.7777777778,12.068965517,12.5,5.7142857143,5.8139534884,11.363636364,11.650485437,4.9382716049,6.0606060606,5.5555555556,5.1724137931
"Gwynedd 013D ","W01000101 ",6.3899868248,4.2682926829,5.4263565891,7.7448747153,4.8076923077,3.0612244898,3.7037037037,5.737704918,11.864406779661,4.0816326531,5.1724137931,7.4074074074,3.8461538462,7.1428571429,9.1954022989,10.204081633,5.8823529412,13.978494624,7.5471698113,7.8125,1.7543859649,2.4390243902,0
"Gwynedd 015A ","W01000051 ",4.3234994914,3.2640949555,3.3492822967,5.3892215569,2.3913043478,1.6129032258,5.2631578947,3.3898305085,3.7037037037037,5.9829059829,6.4516129032,3.3333333333,2.4590163934,5.223880597,5.0847457627,7.874015748,6.1403508772,7.1428571429,3.4782608696,0,1.0101010101,2.6666666667,6.3492063492
"Gwynedd 015B ","W01000060 ",12.341062079,13.389121339,12.765957447,12.72294887,10.116731518,14.864864865,14.634146341,10.843373494,9.30232558139535,15.714285714,16.393442623,10.638297872,5.7142857143,11.711711712,16.101694915,8.0808080808,16.666666667,13.492063492,9.0909090909,9.0909090909,9.8039215686,9.375,16.129032258
"Gwynedd 015C ","W01000082 ",6.8224299065,4.7846889952,5.1063829787,7.5221238938,6.5573770492,11.111111111,1.6129032258,2.380952381,7.69230769230769,8.6206896552,7.1428571429,11.111111111,3.2258064516,4.6153846154,7.5949367089,8.1632653061,8.6956521739,7.9545454545,7.1428571429,12.820512821,6.0606060606,0,0
"Gwynedd 015D ","W01000083 ",4.5101088647,1.8181818182,1.9157088123,4.5056320401,6.7415730337,5.1948051948,0,0,2.4390243902439,8.1395348837,8.6956521739,4.6875,6.6666666667,1.3157894737,0,3.2967032967,0,8.6206896552,6.3157894737,6.4516129032,6.1224489796,11.111111111,5.8823529412
"Gwynedd 016A ","W01000048 ",6.6023738872,6.5573770492,6.993006993,7.7821011673,3.9039039039,4.8780487805,9.7222222222,5.5555555556,9.52380952380952,5.8139534884,7.1428571429,1.9607843137,8.8235294118,9.8591549296,18.309859155,9.375,5.7471264368,3.8759689922,5.7692307692,1.3888888889,5.7971014493,0,6.8965517241
"Gwynedd 016B ","W01000049 ",10.606060606,9.2391304348,8.4112149533,11.592178771,8.5585585586,8,11.111111111,9.0909090909,3.33333333333333,13.953488372,17.391304348,10,6.3492063492,11.594202899,8.8888888889,10.989010989,12.857142857,14.772727273,7.3529411765,11.111111111,9.0909090909,12.903225806,0
"Gwynedd 016C ","W01000057 ",9.04628331,9.8591549296,8.2706766917,10,6.4343163539,17.307692308,12.857142857,3.2967032967,1.88679245283019,11.392405063,14.925373134,14.893617021,12.068965517,5.5555555556,6.4516129032,17.647058824,8.9108910891,8,7.5630252101,4.1666666667,6.0606060606,4.347826087,10.869565217
"Gwynedd 016D ","W01000067 ",6.2717770035,3.2051282051,4.2780748663,7.8729281768,3.7313432836,3.7735849057,2.3255813953,3.3333333333,9.67741935483871,11.842105263,5.5555555556,5.4545454545,3.0769230769,10.666666667,7.7922077922,5.5555555556,8.75,9.0909090909,2.6315789474,3.1746031746,7.8431372549,2.7027027027,2.4390243902
"Gwynedd 016E ","W01000068 ",4.4444444444,2.0979020979,2.4615384615,4.884004884,5.3731343284,4.0540540541,1.1235955056,1.6260162602,5.12820512820513,2.7027027027,4,5.1282051282,3.3898305085,3.2608695652,3.9603960396,10.810810811,4.2105263158,4.2105263158,5.0632911392,1.6949152542,2.5641025641,9.8360655738,8.6206896552
"Gwynedd 017C ","W01000085 ",11.105502272,9.9616858238,8.8050314465,12.545126354,8.9869281046,10.294117647,6.25,12.389380531,3.50877192982456,15.789473684,20.833333333,12.698412698,12.345679012,8.4905660377,13.28125,14.556962025,11.875,11.594202899,9.5744680851,12.658227848,5.0420168067,5.3333333333,9.7222222222
"Gwynedd 017D ","W01000116 ",5.2471018914,5.9139784946,5.9071729958,5.7179161372,4.5045045045,4.9180327869,5.7692307692,6.8493150685,5.88235294117647,6.3829787234,8.1632653061,1.9607843137,5.8823529412,7.5949367089,6.5217391304,5.7471264368,1.9417475728,6.7796610169,4.4198895028,4.1958041958,5.0724637681,2.6548672566,6.5934065934
"Gwynedd 017E ","W01000117 ",8.2731451083,3.2967032967,3.7037037037,8.59375,11.299435028,3.1578947368,4.8192771084,2.1052631579,5.88235294117647,6.6666666667,8.7912087912,1.7543859649,5.4054054054,7.9207920792,10,12.871287129,14.0625,5.376344086,10.576923077,15.306122449,9.8039215686,8.6206896552,9.3023255814
"Gwynedd 017F ","W01001933 ",9.3399191738,10.975609756,11.371237458,9.6260938743,8.2872928177,17.46031746,6.7567567568,10.091743119,13.2075471698113,8.4905660377,10.344827586,13.157894737,6.25,7.9646017699,13.20754717,10.052910053,9.5238095238,7.1428571429,11.520737327,5.8823529412,8.3333333333,5.5555555556,8.2352941176
"Gwynedd 010A ","W01000066 ",11.46179402,8.9622641509,9.8039215686,11.714285714,12.671232877,11.290322581,10,6.6666666667,13.953488372093,10.144927536,14.893617021,13.953488372,9.6774193548,11.111111111,15.277777778,12.820512821,8.6021505376,10.714285714,13.186813187,24.242424242,9.2307692308,5.2631578947,3.125
"Gwynedd 010B ","W01000100 ",6.5009560229,2.5641025641,3.4782608696,8.8091353997,3.781512605,6.6666666667,0,1.2048192771,8.57142857142857,14.893617021,11.764705882,7.4074074074,7.1428571429,6.4516129032,7.5,4.2253521127,13.432835821,8.8888888889,3.8961038961,0,4.8780487805,3.8461538462,10
"Gwynedd 010C ","W01000105 ",5.8045977011,1.9607843137,2.1791767554,5.8083252662,9.7142857143,1.6666666667,1.7543859649,2.4390243902,3.57142857142857,9.3220338983,2.0202020202,3.0303030303,1.9417475728,7.6923076923,3.6697247706,7.8260869565,7.5471698113,9.009009009,8.75,12.162162162,14.102564103,7.9365079365,3.6363636364
"Gwynedd 010D ","W01000106 ",6.5269461078,6.3218390805,6.2222222222,7.908992416,4.3630017452,9.0909090909,9.6153846154,2.5641025641,5.88235294117647,3.3898305085,5.8823529412,13.636363636,4.2253521127,7.2289156627,8.5271317829,16.513761468,5.6451612903,6.1349693252,1.6853932584,3.4965034965,7.8947368421,4.7619047619,6.6666666667
"Gwynedd 010E ","W01000107 ",5.7003257329,2.0725388601,3.187250996,6.0941828255,7.0287539936,0,4.0816326531,2.5,6.89655172413793,4.4776119403,6.6666666667,3.6363636364,6.7796610169,5.6179775281,4.7058823529,12.328767123,6.1855670103,4.2553191489,9.7087378641,7.5949367089,1.8867924528,2.0833333333,13.333333333
"Gwynedd 011A ","W01000047 ",7.6070901034,4.280155642,4.0404040404,9.1370558376,6.4724919094,2.8571428571,5.6338028169,4.3103448276,2.5,9.5238095238,19.35483871,12.676056338,9.3333333333,5.7471264368,4.2105263158,7.0707070707,10.126582278,11.458333333,6.8181818182,2.7027027027,14.492753623,4.7619047619,0
"Gwynedd 011B ","W01000061 ",3.7146226415,2.3255813953,2.1148036254,4.2964554243,3.3530571992,3.0769230769,1.1235955056,2.8846153846,1.36986301369863,4.2857142857,4.1095890411,6.4102564103,2.5641025641,1.0989010989,7.6923076923,2.5862068966,5.504587156,5.7553956835,2.5974025974,5.3097345133,5.0632911392,0,4.2857142857
"Gwynedd 011C ","W01000078 ",10.992275698,10.576923077,11.256544503,11.047070125,11.212121212,14.285714286,11.363636364,6.25,14.2857142857143,12.598425197,5.5555555556,14.432989691,7.8651685393,8.1481481481,10.9375,8.547008547,12.745098039,15.384615385,12.931034483,8.1081081081,12.698412698,15.384615385,5.2631578947
"Gwynedd 011D ","W01000089 ",9.6634615385,7.380952381,7.8028747433,10.435497124,9.7065462754,10.526315789,5.7553956835,6.5868263473,10.4477611940298,13.043478261,13.684210526,9.2783505155,9.900990099,10.563380282,10.119047619,12.408759124,6.6115702479,9.1954022989,7.0866141732,10.344827586,13.924050633,9.2307692308,8.9285714286
"Gwynedd 012A ","W01000070 ",10.980392157,11.320754717,11.067193676,12.71076524,6.1643835616,8.5714285714,8.1967213115,16.049382716,9.75609756097561,18.032786885,15.625,11.538461538,12.5,11.827956989,14.285714286,17.525773196,11.764705882,5.0505050505,7.7669902913,4.7619047619,6.25,2.4390243902,8.1081081081
"Gwynedd 012B ","W01000094 ",7.0074196208,7.0351758794,6.3829787234,6.2409288824,8.6153846154,10.526315789,4.9180327869,6.1728395062,2.77777777777778,9.375,2.7777777778,6.5217391304,10.294117647,5.2631578947,1.2048192771,3.3333333333,5.9523809524,11.320754717,12.820512821,5.9523809524,7.8947368421,6.5217391304,9.756097561
"Gwynedd 012C ","W01000095 ",7.5801749271,3.6496350365,3.4055727554,8.14717477,9.4955489614,5.8139534884,0,4.4247787611,2.04081632653061,11.111111111,3.8461538462,9.3333333333,6.8965517241,5.0505050505,8.75,5.1948051948,12.195121951,13.402061856,10.752688172,11.111111111,10.294117647,8.7719298246,4.2553191489
"Gwynedd 012D ","W01000108 ",10.205949657,7.7647058824,7.9754601227,10.399397136,12.009237875,9.4594594595,8.3333333333,5.9171597633,9.375,5.5118110236,14.285714286,15.037593985,9.5808383234,8.8050314465,7.2463768116,12.213740458,9.4827586207,11.842105263,8.6206896552,12.068965517,9.2783505155,13.559322034,24.444444444
"Gwynedd 012E ","W01000109 ",8.8060507834,7.476635514,7.5520833333,10.622710623,5.2511415525,5.8252427184,7.4074074074,9.0909090909,7.93650793650794,15.079365079,11.428571429,15.384615385,5.2631578947,9.0163934426,12.408759124,8.7301587302,11.504424779,9.2592592593,6.0869565217,2.7027027027,7.3170731707,7.0422535211,3.3898305085
"Gwynedd 014C ","W01000080 ",7.6660988075,8.9285714286,8.5820895522,8.6244541485,5.7971014493,10.144927536,5.2631578947,10.204081633,6.81818181818182,6.0240963855,6.6666666667,7.0422535211,8.5365853659,7.9545454545,7.1428571429,12.612612613,11.607142857,8.4967320261,8.5526315789,6.0869565217,6.7961165049,5.1094890511,1.7543859649
"Gwynedd 014D ","W01000084 ",11.44278607,14.948453608,14.52991453,11.721068249,8.875739645,21.31147541,10.204081633,13.095238095,12.5,14.0625,15.909090909,16.666666667,11.538461538,11.594202899,12.244897959,11.904761905,6.5789473684,9.5238095238,5.0505050505,2.9850746269,8.8607594937,18.867924528,15
"Gwynedd 014E ","W01001932 ",13.954281815,8.2568807339,10.470409712,16.224018476,12.691131498,5.5865921788,6.875,11.650485437,21.0526315789474,17.142857143,18.548387097,10.144927536,10.218978102,14.736842105,11.415525114,17.857142857,15.736040609,23.553719008,12.053571429,13.605442177,15.384615385,11.538461538,9.6774193548
"Conwy 001A ","W01000132 ",3.0780243379,1.0471204188,0.8771929825,3.5550458716,2.994011976,1.3513513514,1.8867924528,0,0,0.8196721311,3.488372093,4.8780487805,4.7619047619,1.4492753623,2.9126213592,4.7619047619,6.6666666667,4.2553191489,4.0404040404,4.4117647059,1.7857142857,1.6949152542,1.9230769231
"Conwy 001B ","W01000146 ",8.0719794344,5.0420168067,5.8219178082,9.700948213,3.5714285714,5.9405940594,4.9180327869,3.9473684211,9.25925925925926,16.666666667,10.582010582,3.4246575342,8.5271317829,14.655172414,7.874015748,6.6666666667,8.3969465649,7.4626865672,0.9615384615,7.3529411765,3.2786885246,0,8.6956521739
"Conwy 001C ","W01000147 ",2.0194986072,0,1.0204081633,2.842377261,1.4,0,0,0,5.88235294117647,2.5316455696,3.1746031746,3.125,3.2786885246,1.25,1.1363636364,2.752293578,4.347826087,2.8846153846,0,2.380952381,0,1.2658227848,4.7619047619
"Conwy 001D ","W01000169 ",4.6701692936,1.4634146341,1.6666666667,5.6377079482,3.7558685446,1.1363636364,0,3.2258064516,2.85714285714286,4.4444444444,7.7519379845,0.9174311927,7.1428571429,3.8461538462,7.3684210526,7.2580645161,6.1538461538,6.5693430657,1.8181818182,5.1020408163,4,5.1282051282,3.0769230769
"Conwy 001E ","W01000186 ",3.0193236715,1.048951049,1.1461318052,3.55276907,3.1476997579,3.4482758621,0,0,1.58730158730159,3.5460992908,5.6603773585,4.6511627907,0,3.1914893617,4.3010752688,3.5714285714,4.3010752688,3.2520325203,4.1237113402,0,1,3.2258064516,6.25
"Conwy 002A ","W01000133 ",1.3266998342,0,0,1.6574585635,1.3274336283,0,0,0,0,0,0,0,2.6666666667,0,0.8849557522,3.4188034188,3.125,2.7932960894,1.2578616352,1.7964071856,0.7751937984,0.8064516129,2.0202020202
"Conwy 002B ","W01000168 ",2.9295774648,2.479338843,2.027027027,2.7422303473,4.0880503145,0.9900990099,4.8076923077,1.8987341772,0,2.5210084034,2.1052631579,1.9230769231,2.1276595745,2.5641025641,0.8,4.2857142857,4.9504950495,5.0847457627,5.4945054945,3.8961038961,1.6666666667,0,8.8888888889
"Conwy 002C ","W01000187 ",1.4093529789,1.5590200445,1.3108614232,1.2383900929,2.0979020979,1.4925373134,0.7462686567,2.2099447514,0,1.6949152542,0,0.9259259259,0,5.2631578947,0.9615384615,0,2.5,0,4,0,0,6.6666666667,0
"Conwy 002D ","W01000188 ",0.6912442396,0.7692307692,0.6191950464,0.7135575943,0.6060606061,0,0,1.6,0,1,0,0,1.1494252874,1.5503875969,0.6802721088,1.0526315789,0.7936507937,0,0,0,1.8691588785,1.1111111111,0
"Conwy 003A ","W01000154 ",0.826446281,0,0,0.3984063745,2.1505376344,0,0,0,0,0,0,0,3.0303030303,0,0,0,0,0.8849557522,0.9523809524,2.9126213592,5.3333333333,0,0
"Conwy 003B ","W01000173 ",2.1052631579,1.5267175573,1.6025641026,2.1252796421,2.6022304833,1.2820512821,1.0752688172,2.1978021978,2,1.5625,0,2.2988505747,3.1914893617,1.6666666667,2.5210084034,0,2.1052631579,4.9504950495,1.25,0,4.1666666667,2.3255813953,5.6603773585
"Conwy 003C ","W01000174 ",0.7674144038,0,0.2732240437,0.8412197687,1.1235955056,0,0,0,1.47058823529412,1.3333333333,0,0,1.0416666667,0.6535947712,0,1.0989010989,0.9803921569,1.5625,0.78125,2.2222222222,0,1.1764705882,1.7857142857
"Conwy 003D ","W01000175 ",0.5514705882,0,0,0.6426735219,0.5988023952,0,0,0,0,0,0,0,0,2.2222222222,0,0,0,1.7964071856,1.3157894737,0,0,0.8474576271,0.9259259259
"Conwy 004A ","W01000155 ",1.8705035971,0,0,2.4032042724,1.8264840183,0,0,0,0,1.4705882353,0,0,1.8181818182,2.1739130435,6,4.0404040404,2.2988505747,1.9047619048,2.5862068966,0,1.9801980198,0,5.0847457627
"Conwy 004B ","W01000156 ",1.0695187166,1.3422818792,1.1494252874,0.9271523179,1.1824324324,2.7027027027,1.8867924528,0,0,0,1.5625,0,1.8181818182,2.8169014085,0.9900990099,1.1235955056,0,0.7751937984,1.7543859649,0.7042253521,0,2.8571428571,0.8403361345
"Conwy 004C ","W01000157 ",2.7986348123,1.1952191235,1.3333333333,3.0821917808,3.2544378698,0,2.6666666667,1.2345679012,2.04081632653061,3.2520325203,3.3333333333,1.1363636364,2.4691358025,1.1111111111,2.0618556701,5,5.4794520548,5.3333333333,3.8461538462,1.4705882353,3.5714285714,2.6666666667,6.0606060606
"Conwy 004D ","W01000158 ",1.2094207511,0,0,1.7857142857,0.9077155825,0,0,0,0,3.0303030303,2.5,2.6315789474,2.9850746269,1.3333333333,2.380952381,2.2222222222,0,1.4705882353,0,0,2.1276595745,2.5862068966,0
"Conwy 006A ","W01000135 ",1.028403526,0,0,0.999000999,1.3613861386,0,0,0,0,3.0303030303,1.7543859649,4.4444444444,0,0,0,0.7518796992,1.4814814815,1.0638297872,0.5,0.6451612903,2.7777777778,0.6993006993,2.3076923077
"Conwy 006B ","W01000136 ",2.817679558,0.3367003367,0.583090379,3.9196940727,1.9271948608,0,0,0.8849557522,2.17391304347826,1.0309278351,7.5,5.2631578947,2.1276595745,0,1.6129032258,5.2631578947,8.3969465649,4.5112781955,0.8,0.8849557522,2.1276595745,3.7974683544,3.5714285714
"Conwy 006C ","W01000165 ",0.7784120394,0,0,1.0204081633,0.7142857143,0,0,0,0,0.9345794393,1.8518518519,0,0,0,0.6756756757,2.3076923077,3.1746031746,0.5847953216,0,1.3888888889,0,1.25,1.4084507042
"Conwy 006D ","W01000166 ",2.5641025641,0.2564102564,0.6507592191,3.2118055556,2.9810298103,0,0,0.6369426752,2.8169014084507,4.7244094488,1.724137931,1.8018018018,1.7094017094,1.4598540146,3.0769230769,8.1300813008,2.8846153846,3.4482758621,4.7169811321,1.2195121951,2.3255813953,3.3898305085,2.7777777778
"Conwy 007A ","W01000139 ",2.0238095238,0.5479452055,0.6787330317,2.1255060729,3.3639143731,0,1.9047619048,0,1.2987012987013,2.3529411765,5.7142857143,2.4691358025,1,0.7142857143,1.5267175573,4.0322580645,2.5641025641,0.9803921569,3.6585365854,4.3010752688,1.7543859649,2.380952381,3.7735849057
"Conwy 007B ","W01000143 ",5.5735580039,4.2071197411,3.90625,5.0049067713,10.23255814,5.8333333333,4.3010752688,2.0833333333,2.66666666666667,3.8759689922,6.3063063063,4.2105263158,9.756097561,7.1428571429,1.7391304348,7.4074074074,2.7777777778,4.7619047619,12.5,6.5573770492,10,13.793103448,9.5238095238
"Conwy 007C ","W01000144 ",5.330634278,1.9417475728,2.1052631579,5.6379821958,9.8765432099,4.5454545455,0.9900990099,0,2.8169014084507,1.4492753623,6.8181818182,7.7669902913,4.347826087,6.6666666667,3.4782608696,8.6538461538,6.9444444444,9.375,9.3023255814,4.7619047619,15,10,11.764705882
"Conwy 007D ","W01000182 ",3.5382830626,2.510460251,2.3728813559,4.9049049049,1.2345679012,0,3.0303030303,4.3010752688,1.78571428571429,1.9607843137,3.4482758621,5.8823529412,3.7037037037,2.1276595745,4.9295774648,6.4,9.649122807,6.1946902655,2.7777777778,0.9090909091,0,1.2345679012,1.2658227848
"Conwy 008A ","W01000138 ",1.9715224535,0.9615384615,2.144772118,2.5568181818,1.3100436681,0,0,2.4390243902,8.19672131147541,5.376344086,0,0,3.6036036036,2.7027027027,0.9803921569,2.3076923077,3.8461538462,0.6024096386,1.5625,2.5210084034,0,0,1.724137931
"Conwy 008B ","W01000145 ",2.627388535,1.5748031496,1.3468013468,2.1850899743,5.3571428571,1.1235955056,1.3333333333,2.2222222222,0,2.4390243902,1.25,3.8461538462,4.0540540541,0.9523809524,1.8181818182,0,5.3333333333,2.5974025974,7.0175438596,7.4074074074,3.8461538462,6.0606060606,0
"Conwy 008C ","W01000180 ",1.6270337922,1.5432098765,1.2315270936,1.5120967742,2.1276595745,3.1914893617,1.0309278351,0.7518796992,0,2.1052631579,6.1224489796,0,0,2.6315789474,1.6949152542,1.8987341772,0,1.6,0,0,1.6666666667,17.857142857,0
"Conwy 008D ","W01000181 ",0.706940874,0,0.2398081535,0.8670520231,1.1560693642,0,0,0,1.38888888888889,1.1494252874,0.8695652174,0,0,0,2.4390243902,1.5267175573,1.2345679012,0,0,4.1666666667,0,0,0
"Conwy 008E ","W01000183 ",0.4750593824,0,0,0.4219409283,0.8695652174,0,0,0,0,0,0,0,0,0,1.0204081633,2.1739130435,0,0,1.3157894737,1.4492753623,0,0,1.2987012987
"Conwy 011C ","W01000167 ",3.2274856845,3.2911392405,3.53200883,3.2843560933,2.9810298103,1.6,3.7313432836,4.4117647059,5.17241379310345,2.380952381,3.6697247706,3.3613445378,2.5641025641,2.5210084034,2.0547945205,5.0847457627,4.2372881356,3.1496062992,1.6806722689,2.380952381,2.5316455696,0,15.625
"Conwy 011D ","W01000176 ",6.1643835616,2.1739130435,2.8205128205,6.7913385827,8.5820895522,3.3898305085,0,2.7272727273,5.88235294117647,5.9322033898,5.0420168067,7.8260869565,5.2631578947,8.3333333333,5.4054054054,4.2105263158,11.764705882,10.227272727,5.4054054054,10,13.114754098,6.8181818182,6.8965517241
"Conwy 011E ","W01000177 ",2.425222312,0.9216589862,0.7142857143,2.2727272727,4.0441176471,0,0,1.9801980198,0,2.3529411765,0,0,1.7857142857,0.9523809524,3.5714285714,4.2105263158,4.1095890411,3.5294117647,0,3.7735849057,3.2258064516,8.8888888889,8.3333333333
"Conwy 011F ","W01001926 ",2.9210406207,1.8518518519,2.25,3.3182503771,2.5878003697,4.3956043956,0,1.3513513514,3.94736842105263,1.5151515152,8.7912087912,1.3333333333,1.724137931,1.4705882353,3.5460992908,4.8387096774,5.2631578947,1.8099547511,2.7932960894,3.0534351145,1.7699115044,0,6.8181818182
