"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator data by Lower Layer Super Output Areas - Overcrowded Households"
""

Filters:
Indicator: People living in overcrowded households (bedrooms measure) (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Carmarthenshire 008C ","W01000693 ",5.1899907322,9.1397849462,9.7222222222,6.3492063492,0.9202453988,12.962962963,10.909090909,5.1948051948,13.3333333333333,13.793103448,13.157894737,3.8461538462,7.5,3.6363636364,9.5238095238,4.1095890411,1.6129032258,2.0833333333,2.1739130435,0,0,0,3.3333333333
"Carmarthenshire 008D ","W01000694 ",3.5074045207,5.0279329609,5.1502145923,4.4270833333,0.5952380952,12,4.8780487805,1.1363636364,5.55555555555556,7.6923076923,16,4.2553191489,5.1948051948,1.4492753623,3.3333333333,3.7735849057,0,3.1746031746,0.7092198582,1.1904761905,0,0,0
"Carmarthenshire 027E ","W01000672 ",4.788213628,6.0836501901,7.5987841945,5.5009823183,1.724137931,3.7974683544,6.8493150685,7.2072072072,13.6363636363636,14.414414414,5.6338028169,3.2786885246,1.2195121951,3.5714285714,5.5555555556,8.3333333333,1.6260162602,0.6849315068,0,1.3157894737,3.125,0,8.3333333333
"Carmarthenshire 027F ","W01000673 ",3.5245901639,5.7416267943,5.6451612903,3.9617486339,0.7168458781,10.769230769,4.4776119403,2.5974025974,5.12820512820513,13.043478261,8.9285714286,3.4482758621,5.3571428571,0,1.1494252874,3.8834951456,3.3333333333,0,0,0,0,4.5454545455,0
"Carmarthenshire 027A ","W01000674 ",4.9830672472,11.904761905,11.502347418,4.199066874,2.0224719101,13.333333333,14.563106796,9.0909090909,10,5.4054054054,4.4117647059,7.2463768116,8.4112149533,4.6357615894,3.550295858,2.3121387283,1.2987012987,1.5463917526,1.8404907975,3.9603960396,0,0,4.2553191489
"Carmarthenshire 027G ","W01000700 ",2.4487756122,5,4.8158640227,2.7160493827,0.395256917,9.0909090909,2.8985507246,4.1379310345,4.10958904109589,8.5106382979,3.6363636364,2.7027027027,3.9473684211,2.3076923077,4.1666666667,0.5747126437,0.6211180124,1.4285714286,0,0,0,1.5151515152,1.724137931
"Carmarthenshire 027B ","W01000720 ",4.8593350384,5.9090909091,6.8100358423,5.8882235529,1.1695906433,5.8823529412,4.1095890411,7.5949367089,10.1694915254237,9.7087378641,12.087912088,10.666666667,3.1914893617,3.4090909091,3.4965034965,5.1282051282,3.5087719298,2.5423728814,1.0638297872,1.1363636364,0,2.0408163265,2.1739130435
"Carmarthenshire 027C ","W01000721 ",4.172876304,3.7735849057,4,5.4021608643,0.4098360656,5.1948051948,1.3698630137,4.347826087,5,15.217391304,7.7777777778,4.9180327869,2.3529411765,3.0612244898,6.4814814815,5.1282051282,1.1235955056,1.3888888889,0,0,1.6666666667,0,0
"Carmarthenshire 027D ","W01000735 ",3.0809859155,4.1564792176,5.1587301587,3.7063953488,0.4106776181,4.7169811321,4.5112781955,3.5294117647,9.47368421052632,5.625,4.6511627907,6.3636363636,1.6,4.7337278107,3.8709677419,1.2121212121,1.4598540146,0,1.2738853503,0,0,0,0
"Carmarthenshire 001A ","W01000685 ",7.4712643678,16.551724138,15.160349854,6.6462167689,1.3422818792,17.441860465,12.5,18.965517241,7.54716981132075,11.818181818,9.756097561,15.11627907,1.4705882353,10.101010101,2.8776978417,4.9019607843,4.9180327869,0.8547008547,1.8518518519,0,3.3898305085,0,0
"Carmarthenshire 001B ","W01000686 ",2.6148969889,1.8348623853,3.0534351145,3.2938076416,1.4035087719,1.7543859649,3.0769230769,1.0416666667,9.09090909090909,3.8961038961,11.111111111,4.347826087,0,0,5.6818181818,1.3513513514,3.0303030303,0.826446281,0,0,4.0816326531,3.0303030303,3.4482758621
"Carmarthenshire 001C ","W01000701 ",4.215304799,6.6878980892,7.5630252101,4.6770601336,0.6060606061,9.1836734694,5.3191489362,5.737704918,13.953488372093,7.6086956522,7.5757575758,6.3291139241,4.4943820225,4.6296296296,4.5454545455,1.1111111111,2.9126213592,0.8474576271,0,1.25,1.4705882353,0,0
"Carmarthenshire 001D ","W01000702 ",4.1666666667,5.6034482759,5.035971223,4.920212766,0,7.4468085106,6.5573770492,2.5974025974,2.17391304347826,8.5714285714,6.25,5.4545454545,5.8823529412,2.3255813953,3.2258064516,7.4626865672,7.1428571429,1.0101010101,0,0,0,0,0
"Carmarthenshire 002A ","W01000647 ",6.2169312169,13.725490196,13.924050633,6.1946902655,0.8498583569,11.428571429,10.256410256,17.757009346,14.7540983606557,17.948717949,0,9.375,1.5625,8.8235294118,6.4220183486,4.5871559633,2.5423728814,1.3422818792,0,0,3.7037037037,0,3.3333333333
"Carmarthenshire 002B ","W01000650 ",3.5381750466,9.375,9.4890510949,3.4079844206,0.2777777778,9.3333333333,14.035087719,6.5217391304,10,6.4516129032,5.4794520548,5.5555555556,4.6511627907,6.6666666667,2.4590163934,0.6944444444,1.3888888889,1.0050251256,0,1.3888888889,0,0,0
"Carmarthenshire 002C ","W01000678 ",4.8012003001,5.9405940594,5.9760956175,6.7204301075,0.5167958656,8.1967213115,6.5573770492,3.75,6.12244897959184,26.732673267,8.1632653061,10,3.3898305085,0,6.1946902655,2.2222222222,1.1494252874,0.9615384615,0.8064516129,0,0,0,2.380952381
"Carmarthenshire 002D ","W01000679 ",5.4991539763,11.111111111,10.729613734,5.7065217391,0.7782101167,7.2727272727,8.8888888889,14.606741573,9.09090909090909,1.3157894737,4.6153846154,9.6153846154,10.606060606,6.5789473684,5.4347826087,1.9801980198,6.4935064935,5.7471264368,0,0,1.8867924528,0,3.3333333333
"Carmarthenshire 004A ","W01000676 ",1.8506278916,2.9411764706,2.6845637584,2.1087680355,0.5347593583,4.9180327869,1.4084507042,2.8301886792,1.66666666666667,11.428571429,1.6393442623,3.7037037037,1.5873015873,2,0.8771929825,1.7699115044,0.7518796992,0,0,2.4096385542,0,0,0
"Carmarthenshire 004B ","W01000677 ",5.248023005,11.397058824,10.223642173,4.993909866,0.3355704698,6.976744186,14.130434783,12.765957447,2.4390243902439,9.1954022989,10,12.962962963,3.4090909091,2.380952381,5.4054054054,2.1978021978,2.1739130435,1.2048192771,0,0,0,0,1.8867924528
"Carmarthenshire 004C ","W01000687 ",4.5382585752,5.6603773585,5.8355437666,5.7573073516,0.6696428571,5,3.6697247706,7.7519379845,6.77966101694915,18.62745098,10.9375,8.1081081081,4.347826087,4.3165467626,4.1095890411,2.8571428571,2.7397260274,2.994011976,1.9480519481,0,0,0,0
"Carmarthenshire 004D ","W01000709 ",4.3243243243,8.4239130435,8.8937093275,4.6003016591,0.7604562738,8.2352941176,5.2631578947,10.650887574,10.752688172043,8.4905660377,7.4074074074,8.1081081081,3.0303030303,5.6338028169,1.0695187166,5.8139534884,3.0487804878,0.9615384615,0.5988023952,0,0,4.7619047619,0
"Carmarthenshire 005A ","W01000624 ",2.4358416703,3.431372549,3.3663366337,2.8384279476,0.580270793,2,4.0650406504,3.7837837838,3.09278350515464,4.5454545455,7.4074074074,3.6585365854,1.9047619048,1.1834319527,3.6697247706,1.6129032258,1.8072289157,2.5,0,1.6,0,0,2.0408163265
"Carmarthenshire 005B ","W01000682 ",2.6068066618,4.8148148148,4.3613707165,2.3284313725,1.3559322034,5.3333333333,5,4.347826087,1.96078431372549,1.4705882353,7.3170731707,4,4.0540540541,0.9803921569,3.2258064516,3.0927835052,1.0204081633,0,2,0,1.8181818182,0,2.8571428571
"Carmarthenshire 005C ","W01000683 ",7.9696394687,15.131578947,15.343915344,8.3211678832,1.8433179724,9.375,12.5,18.75,16.2162162162162,18.181818182,21.428571429,8.6956521739,6.6666666667,11.940298507,7.2916666667,5.7142857143,1.8867924528,4.1237113402,2.1276595745,0,3.2258064516,0,7.1428571429
"Carmarthenshire 005D ","W01000684 ",2.9778018408,5.6074766355,5.7644110276,3.0548068284,0.7263922518,2.4691358025,4.9019607843,7.9710144928,6.41025641025641,6.0606060606,2.5641025641,6.0606060606,3.0927835052,3.5398230088,1.5503875969,1.4084507042,2.994011976,1.6949152542,0.7194244604,0,0,1.8181818182,2.7777777778
"Carmarthenshire 006A ","W01000643 ",5.1297525649,6.2337662338,6.1363636364,5.96285435,0,10.071942446,3.2,4.958677686,5.45454545454545,15.714285714,8.2568807339,3.7878787879,3.9603960396,3.2,3.0303030303,1.9417475728,9.6774193548,0,0,0,0,0,0
"Carmarthenshire 006B ","W01000644 ",5.5516014235,4.7058823529,5.912596401,6.7491563555,1.1363636364,6.6115702479,1.8867924528,5.3097345133,14.2857142857143,13.953488372,5.7142857143,4.0404040404,2.6785714286,4.6728971963,11.111111111,4.7619047619,4.7619047619,1.6666666667,3.9215686275,0,0,0,0
"Carmarthenshire 006C ","W01000645 ",5.833824396,11.304347826,10.487804878,5.4316197866,1.246105919,11.029411765,19,4.5871559633,6.15384615384615,9.4936708861,5.8333333333,7.3394495413,3.3898305085,5.9322033898,7.4468085106,2.3529411765,2.5,0,1.4705882353,0,0,1.5151515152,3.1746031746
"Carmarthenshire 006D ","W01000648 ",5.9228650138,8.4337349398,8.6666666667,6.0572687225,3.3898305085,13.333333333,9.375,4.5454545455,9.80392156862745,20.212765957,4.1666666667,6.25,4.0540540541,8.0357142857,3.5714285714,5.7142857143,1.5873015873,0.8196721311,3.4782608696,1.4925373134,4.1666666667,5.1282051282,3.8461538462
"Carmarthenshire 006E ","W01000649 ",1.9569471624,0.4424778761,1.4388489209,3.1556039173,0,1.6129032258,0,0,5.76923076923077,10.975609756,4.1095890411,1.5625,1.2195121951,2.2471910112,2.0618556701,2.6315789474,2.3076923077,1.4705882353,0,0,0,0,0
"Carmarthenshire 010A ","W01000656 ",4.0623523855,8.6124401914,8.5365853659,3.7347560976,0.2583979328,10.37037037,6.8376068376,8.4337349398,8.10810810810811,5.487804878,6.4220183486,4.958677686,3.5087719298,5.223880597,2.9585798817,1.3986013986,2.0547945205,0,0,1.1235955056,0,0,0
"Carmarthenshire 010B ","W01000657 ",3.3550792171,8.8235294118,7.1090047393,2.2590361446,2.510460251,14,12.244897959,2.8169014085,0,5.0632911392,5.7692307692,2.380952381,0,2.7777777778,0,4.7058823529,0,1.1494252874,0,0,0,6.4516129032,11.111111111
"Carmarthenshire 010C ","W01000658 ",4.3341213554,8.3665338645,9.1503267974,4.3367346939,0,8.75,8.1081081081,8.2474226804,12.7272727272727,5.5555555556,6.1538461538,5,5.8823529412,2.1978021978,6.5420560748,1.1904761905,1.2195121951,0,0,0,0,0,0
"Carmarthenshire 010D ","W01000718 ",4.0028089888,5.1094890511,6.0422960725,4.1619797525,2.2988505747,3.488372093,4.4444444444,7.1428571429,10.5263157894737,6.5420560748,5.9523809524,1.4705882353,4.1666666667,3.1914893617,3.0927835052,2.2988505747,5.376344086,0.9433962264,2.3529411765,1.724137931,2.0833333333,3.0303030303,2.7027027027
"Carmarthenshire 010E ","W01000719 ",6.0788243153,12.132352941,11.504424779,5.8448459086,1.0563380282,7.4074074074,10.810810811,16.239316239,8.95522388059701,17.708333333,8,3.7974683544,2.380952381,7.6923076923,6.4220183486,3.6697247706,1.8518518519,0.8196721311,2.3529411765,1.6393442623,0,0,0
"Carmarthenshire 011A ","W01000680 ",2.5360517156,3.3707865169,3.8369304556,3.1276415892,0.4237288136,3.0612244898,4.2016806723,2.8776978417,6.55737704918033,8.0808080808,2.1978021978,8.4905660377,0,0.8695652174,4.7058823529,0.8196721311,1.4388489209,1.1764705882,0,0.8474576271,0,1.3333333333,0
"Carmarthenshire 011B ","W01000681 ",3.9629439012,6.5989847716,6.25,3.7351443124,1.8867924528,5.4545454545,6.5420560748,7.3446327684,3.7037037037037,5.46875,8.547008547,5.7142857143,1.8018018018,1.5873015873,2.5,5.1470588235,2.962962963,0.6849315068,1.724137931,0,3.0303030303,5.8823529412,0
"Carmarthenshire 011C ","W01000724 ",5.3426875337,8.7301587302,9.3333333333,5.467372134,1.1730205279,9.4488188976,7.8260869565,8.8235294118,12.5,14.049586777,4.1666666667,3.8461538462,6.3829787234,3.7593984962,5.3846153846,0.8928571429,4.2735042735,0.9259259259,2.5,0,1.4492753623,0,0
"Carmarthenshire 011D ","W01000725 ",3.037608486,4.4510385757,5.0602409639,3.6653386454,0.4149377593,5.3191489362,4,4.1958041958,7.69230769230769,9.4339622642,7.4074074074,0,3.8461538462,0.7518796992,3.8961038961,3.2258064516,3.4246575342,1.1695906433,0,0.8196721311,1.3333333333,0,0
"Carmarthenshire 013A ","W01000625 ",5.3556485356,9.1254752852,9.0909090909,5.3596614951,0.8968609865,10.144927536,8.0459770115,9.3457943925,8.92857142857143,8.9743589744,10.810810811,1.8518518519,4.347826087,5.1948051948,3.9603960396,6.0606060606,1.3513513514,1.6666666667,1.25,2.0833333333,0,0,0
"Carmarthenshire 013B ","W01000626 ",3.0949105915,4.9056603774,4.8231511254,3.4564958284,0.8571428571,7.5,1.5625,4.958677686,4.34782608695652,8.1081081081,2.7397260274,10,2.5,1.7391304348,2.3255813953,3.1578947368,0,1.0989010989,0,0,0,5.0847457627,0
"Carmarthenshire 013C ","W01000627 ",4.1134751773,8.5057471264,8.8353413655,3.2975460123,1.8617021277,7.7844311377,4.0404040404,11.834319527,11.1111111111111,1.3698630137,5,7.3770491803,2.380952381,2,2.6666666667,2.5974025974,2.5641025641,0.7352941176,0.826446281,0,1.1764705882,9.4339622642,0
"Carmarthenshire 013D ","W01000714 ",4.1374474053,4.6153846154,5.5900621118,4.845814978,1.1627906977,1.3513513514,5.3333333333,6.3063063063,9.67741935483871,9.5238095238,4.7619047619,1.3698630137,2.3529411765,8.0808080808,4.0404040404,3.0612244898,1.9801980198,3.9215686275,0,0,4.0816326531,0,3.125
"Carmarthenshire 013E ","W01000715 ",3.4108527132,6.8181818182,7.5268817204,3.4351145038,0.7042253521,10.344827586,7.4626865672,4.2105263158,10.1694915254237,10.144927536,1.9230769231,2.2222222222,1.1363636364,5.4945054945,2.8037383178,2.4096385542,1.1494252874,0,0,1.5384615385,0,3.8461538462,0
"Carmarthenshire 017A ","W01000665 ",2.9295774648,6.6433566434,6.1946902655,2.7072758037,0.325732899,6.976744186,6.3157894737,6.6666666667,3.77358490566038,4.1666666667,2.3255813953,2.2471910112,3.8834951456,3.1746031746,2.9761904762,3.5714285714,0.6451612903,1.4084507042,0,1.3157894737,0,0,0
"Carmarthenshire 017B ","W01000666 ",3.685674548,5.574912892,5.2959501558,3.90625,0.7843137255,4.0816326531,4.6511627907,7.7669902913,2.94117647058824,12.244897959,5.7471264368,2.3622047244,0,2.5,7.2164948454,2.5316455696,2.3529411765,1.0416666667,0,1.5873015873,2.0833333333,0,0
"Carmarthenshire 017C ","W01000731 ",4.5155993432,4.8723897912,6.25,4.9461001902,2.5700934579,3.7313432836,4.9645390071,5.7692307692,12.3711340206186,7.3619631902,3.7267080745,6.4285714286,2.0979020979,7.8014184397,4.3010752688,4.7120418848,2.380952381,2.1390374332,4.1379310345,4.1666666667,0,0,2.3255813953
"Carmarthenshire 012A ","W01000675 ",3.7697401936,7.0469798658,7.027027027,4.3153526971,0.2173913043,9.2783505155,5.7471264368,6.1403508772,6.94444444444444,12.643678161,8.3333333333,5.0632911392,4.6296296296,1.652892562,4.6052631579,4.3795620438,2.1978021978,1.0256410256,0,0.9433962264,0,0,0
"Carmarthenshire 012B ","W01000695 ",4.9543676662,11.196911197,9.552238806,4.3254376931,1.6447368421,4.347826087,14.606741573,12.871287129,3.94736842105263,7.1428571429,6.4935064935,6.4516129032,5.0632911392,4.7619047619,6.7307692308,4.4247787611,0,0.8547008547,1.9417475728,1.5151515152,3.5714285714,0,0
"Carmarthenshire 012C ","W01000696 ",4.7831632653,11.06870229,11.285266458,4.1884816754,1.7094017094,5.9523809524,9.4117647059,17.204301075,12.280701754386,8.7912087912,8.064516129,2.8985507246,5.4945054945,5.2083333333,1.8018018018,1.5384615385,1.4705882353,1.7857142857,2.0202020202,1.2658227848,3.7974683544,0,0
"Carmarthenshire 012D ","W01000722 ",2.1293375394,4.347826087,5.1020408163,2.6385224274,0,0,1.8867924528,8.5714285714,8.57142857142857,7.5949367089,5.7142857143,0,0,2.5641025641,5.1546391753,1.9230769231,0,0,0,0,0,0,0
"Carmarthenshire 012E ","W01000723 ",4.0500736377,7.6923076923,7.3643410853,4.3425814234,0.9345794393,10.9375,8.9285714286,4.5454545455,6,10.909090909,10,10,1.4492753623,0,6.7669172932,3.9215686275,0,1.5748031496,1.8181818182,1.3513513514,0,0,0
"Carmarthenshire 016A ","W01000662 ",3.1583836507,5.7851239669,5.5066079295,3.1134173462,1.1337868481,7.0796460177,5,5.3333333333,4.3956043956044,8.1081081081,1.652892562,1.8691588785,2.8846153846,4.1379310345,2.2222222222,3.2679738562,1.2422360248,1.4388489209,1.5873015873,0.7194244604,0,3.2786885246,0
"Carmarthenshire 016B ","W01000663 ",3.0959752322,6.3535911602,5.7395143488,3.3499643621,0,7.9646017699,8.8235294118,3.4013605442,3.2967032967033,9.7744360902,6.6666666667,2.7777777778,4.347826087,1.3157894737,2.9761904762,2.2598870056,3.1446540881,0,0,0,0,0,0
"Carmarthenshire 016C ","W01000664 ",3.8176638177,4.9833887043,4.5333333333,4.2830540037,1.5789473684,4.854368932,4.8780487805,5.1724137931,2.7027027027027,11.711711712,6.4516129032,5.1546391753,3.9682539683,3.5087719298,5.1851851852,0,3.2786885246,1.7543859649,1.8518518519,2.1739130435,0,4.7619047619,0
"Carmarthenshire 016D ","W01000716 ",5.9264816204,12.554112554,12.056737589,5.6900726392,1.0869565217,12.987012987,16.071428571,10.204081633,9.80392156862745,9.2783505155,6.25,13.043478261,4.2857142857,6.3291139241,4.1666666667,4.347826087,1.9417475728,3.7037037037,0.9615384615,0,2.2222222222,2.7777777778,0
"Carmarthenshire 016E ","W01000717 ",4.6121593291,4.4897959184,5.3333333333,5.9496567506,0.9615384615,5.4054054054,2.7777777778,5.0505050505,9.09090909090909,13.274336283,8.3333333333,6.1728395062,4.2253521127,4.9504950495,5.1020408163,4.347826087,2.1978021978,2,3.5714285714,0,0,0,0
"Carmarthenshire 018A ","W01000670 ",6.1766522545,14.915254237,12.5,4.9796747967,2.0588235294,17.441860465,13.253012048,14.285714286,1.53846153846154,10.377358491,6.4516129032,7.4074074074,6.0975609756,7.9207920792,1.6129032258,1.9230769231,1.6,5.9701492537,2.9126213592,0,3.8961038961,0,2.9411764706
"Carmarthenshire 018B ","W01000671 ",5.3134962806,9.7368421053,9.756097561,4.8975957257,2.110817942,7.4380165289,10.185185185,11.258278146,9.85915492957746,10.434782609,6.6666666667,5.8823529412,4.347826087,4.6153846154,5.9701492537,1.8867924528,0.6493506494,2.7397260274,0,0,1.5625,2.0408163265,12.765957447
"Carmarthenshire 018C ","W01000729 ",6.017418844,12,13.38028169,5.7071960298,1.2931034483,8,9.6774193548,17.045454545,18.6440677966102,8.5714285714,4.1095890411,2.7027027027,7.2463768116,6.9444444444,7.3170731707,3.6585365854,2.4096385542,0,1.4705882353,1.8518518519,0,2.2222222222,0
"Carmarthenshire 018D ","W01000730 ",6.0344827586,7.5555555556,7.8571428571,6.7307692308,1.8264840183,9.4594594595,4.6153846154,8.1395348837,9.09090909090909,16.666666667,7.0175438596,4.4117647059,2.8571428571,6.0240963855,6.1224489796,5.4054054054,5.3191489362,3.1914893617,2.6315789474,0,0,0,9.5238095238
"Carmarthenshire 021A ","W01000632 ",3.5689773507,4.7619047619,4.6242774566,4.4083526682,0,3.3707865169,5.2631578947,5.4545454545,3.84615384615385,12.087912088,7.5,3.3898305085,2.4390243902,2.8301886792,4.7169811321,2.2471910112,3.2258064516,1.9230769231,0,0,0,0,0
"Carmarthenshire 021B ","W01000633 ",4.4617563739,9.1324200913,9.963099631,5.0122249389,0.5333333333,10.714285714,6.6666666667,9.7087378641,13.4615384615385,6.25,5.3571428571,4.9180327869,3.9473684211,6.7307692308,5.2631578947,7.3170731707,1.1494252874,0,0,0,0,0,2.7777777778
"Carmarthenshire 021C ","W01000634 ",1.8881626725,2.2222222222,3.5874439462,2.8727770178,0.2145922747,3.2786885246,0,3.2786885246,9.30232558139535,4.0540540541,7.8431372549,1.8867924528,1.5625,5.4945054945,0,2.5,0,0.7751937984,0,0.9615384615,0,0,0
"Carmarthenshire 021D ","W01000710 ",1.1180679785,1.5555555556,1.3513513514,1.3824884793,0,0,1.5267175573,2.4875621891,0,3.4188034188,1.3513513514,1.0101010101,1.3513513514,1.2578616352,0.5128205128,1.2422360248,2.479338843,1.25,0,0,0,0,0
"Carmarthenshire 021E ","W01000711 ",7.6011846002,13.736263736,14.189189189,8.132780083,1.3129102845,16.483516484,12.068965517,13.375796178,16.25,20.833333333,7.1428571429,6.5934065934,10.256410256,6.9230769231,10.59602649,5.7971014493,1.4388489209,0.6451612903,0,0,2.1052631579,1.3333333333,5.4545454545
"Carmarthenshire 015A ","W01000697 ",4.4011142061,7.9470198675,8.5333333333,4.6861184792,0.5524861878,4.3010752688,7.6086956522,11.111111111,10.958904109589,7.0921985816,2.5423728814,5.2173913043,7.8260869565,5.6451612903,3.90625,0.9900990099,1.9047619048,1.8018018018,0.9090909091,0,1.2345679012,0,0
"Carmarthenshire 015B ","W01000698 ",4.9630411827,8.7403598972,9.4170403587,5.099394987,0.2873563218,7.9136690647,9.3457943925,9.0909090909,14.0350877192982,10.344827586,9.3525179856,4.2372881356,0,6.106870229,3.937007874,5.1470588235,0,0.8928571429,0,1.2345679012,0,0,0
"Carmarthenshire 015C ","W01000699 ",1.832460733,1.1450381679,1.6129032258,2.0080321285,1.8518518519,0,0,2.8301886792,4.16666666666667,4.0404040404,1.5873015873,1.8181818182,0,3.6697247706,2.1276595745,2.0547945205,1.7094017094,0,0,1.2820512821,5.1724137931,3.125,0
"Carmarthenshire 015D ","W01000712 ",4.1554959786,6.6901408451,6.5476190476,4.320337197,0.7722007722,4.3859649123,12.162162162,5.2083333333,5.76923076923077,10.526315789,4.8076923077,1.1363636364,4.347826087,2.6315789474,2.7777777778,6.7415730337,3.6585365854,0.9433962264,0,0,0,3.125,4
"Carmarthenshire 015E ","W01000713 ",2.0848310568,2.6217228464,3.0211480363,2.2624434389,0.8333333333,2.7777777778,2.380952381,2.7027027027,4.6875,5.0505050505,0,0,2.8846153846,2.7272727273,5.2173913043,0,0,0,2.380952381,0,0,0,0
