"Community safety and social inclusion > Welsh Index of Multiple Deprivation > WIMD indicator data by age > Indicator data by Lower Layer Super Output Areas - Overcrowded Households"
""

Filters:
Indicator: People living in overcrowded households (bedrooms measure) (percentage)

"","","All Ages ","0- 15 ","0 - 18 ","16 - 64 ",65+ ," 0 - 4 ","5 - 9 ","10 - 15 ","16 - 18 ","19 - 24 ","25 - 29 ","30 -34 ","35 - 39 ","40 - 44 ","45 - 49 ","50 - 54 ","55 - 59 ","60 - 64 ","65 - 69 ","70 - 74 ","75 - 79 ","80 - 84 ",85+ 
"Swansea 025C ","W01000746 ",7.8360458107,10.869565217,9.9415204678,8.0485952923,4.4117647059,16.666666667,6.6666666667,11.111111111,6.06060606060606,12.584269663,14.583333333,2.3255813953,1.1363636364,4.5454545455,2.1505376344,3.5294117647,5.5555555556,2.7027027027,1.4925373134,1.7543859649,0,3.7037037037,31.578947368
"Swansea 025E ","W01001938 ",8.3188908146,37.037037037,27.777777778,8.1818181818,3.6496350365,42.857142857,25,0,0,14.285714286,9.5238095238,3.9215686275,6.3492063492,1.9230769231,1.9607843137,4.5454545455,7.5,0,4.4444444444,0,3.5714285714,4.5454545455,7.6923076923
"Swansea 025F ","W01001955 ",6.5289806795,22.5,13.924050633,6.9230769231,2.7491408935,25.925925926,20,12.5,5.12820512820513,11.023622047,12.5,1.4285714286,8.1300813008,0.9090909091,3.7037037037,4.3956043956,2.3529411765,10.344827586,4.4117647059,0,4.0540540541,0,5.2631578947
"Swansea 025G ","W01001957 ",8.5,14.705882353,14.655172414,9.4202898551,0.6849315068,4,13.888888889,21.951219512,14.2857142857143,14.685314685,11.392405063,2.1276595745,7.1428571429,13.157894737,12.962962963,3.9215686275,3.0303030303,1.9607843137,0,2.5,0,0,0
"Swansea 025H ","W01001958 ",4.8361934477,0,3.3707865169,5.8545797923,0,0,0,0,10.7142857142857,12.232415902,7.4074074074,0,2.2727272727,1.3157894737,1.4925373134,3.8961038961,0,0,0,0,0,0,0
"Swansea 026A ","W01000749 ",10.199676201,15.859030837,15.769230769,11.710963455,2.8436018957,17.910447761,11.111111111,18.181818182,15.1515151515152,18.276762402,16.875,10.843373494,9.8901098901,3.3333333333,10.416666667,5.0632911392,3.2967032967,1.0204081633,2.6666666667,2.1505376344,1.2048192771,1.25,6.5934065934
"Swansea 026B ","W01000871 ",14.900849858,26.4,23.033707865,15.322580645,1.3157894737,23.529411765,28.571428571,26.785714286,15.0943396226415,21.178120617,12.209302326,13.740458015,10.309278351,12.790697674,7.6923076923,4.2857142857,0,1.8867924528,0,0,0,7.6923076923,0
"Swansea 026C ","W01000873 ",12.084063047,17.721518987,19.266055046,12.386511025,2.1739130435,28,13.636363636,12.5,23.3333333333333,12.512218964,15.748031496,16.666666667,3.5714285714,9.8039215686,3.2258064516,16.666666667,9.2592592593,6,6.8965517241,0,0,0,0
"Swansea 026D ","W01000875 ",9.4789081886,22.222222222,18.181818182,9.2848904268,3.4682080925,33.333333333,13.157894737,22.5,5.71428571428571,10.76011846,11.046511628,9.2592592593,5.4794520548,5.7971014493,9.7222222222,4.6153846154,4.6875,0,0,8.5714285714,2.5641025641,0,8
"Swansea 026E ","W01000876 ",18,16.666666667,17.24137931,19.42728804,0,16.326530612,15.217391304,18.604651163,19.4444444444444,22.112211221,24.113475177,22.368421053,9.5238095238,3.6363636364,3.8461538462,12.280701754,4.1666666667,2.4390243902,0,0,0,0,0
"Swansea 027A ","W01000858 ",4.9723756906,5.701754386,5.9405940594,5.2401746725,3.125,8.1967213115,6.8493150685,3.1914893617,6.66666666666667,12.234042553,10.344827586,7.5471698113,3.8095238095,2.1052631579,3.4188034188,0,0.8695652174,0.8130081301,0,8.7719298246,0,2.7777777778,5.7142857143
"Swansea 027B ","W01000859 ",1.9081272085,2.1428571429,2.1164021164,2.6525198939,0.7677543186,9.0909090909,0,0,2.04081632653061,8.2352941176,13.043478261,2.9411764706,0,1.4285714286,0,0,3.0612244898,0.7194244604,0,0,0,1.2658227848,4.347826087
"Swansea 027C ","W01000860 ",2.3271731691,5.2631578947,4.4176706827,2.8048780488,0.22172949,4.2553191489,3.7037037037,6.7415730337,1.69491525423729,12.857142857,8.3333333333,0,0,1.3157894737,4.1237113402,1.8691588785,1.8867924528,0,0,0,1.0752688172,0,0
"Swansea 027D ","W01000861 ",3.5359116022,2.8301886792,3.7037037037,5.1136363636,0.7380073801,2.9411764706,3.4482758621,2.3255813953,6.89655172413793,10.784313725,11.111111111,0,2.5641025641,0,1.6666666667,10,2.0408163265,3.0769230769,0,0,0,0,3.6363636364
"Swansea 028A ","W01000736 ",2.4489795918,2.1897810219,3.125,3.3333333333,0.9784735812,2.7397260274,3.3707865169,0.8928571429,8.69565217391304,8.9285714286,10.526315789,7.5471698113,0,2.6548672566,4.0983606557,1.5625,0.9345794393,0.6849315068,1.6393442623,0.9009009009,0.9259259259,1.0416666667,0
"Swansea 028B ","W01000737 ",2.4556616644,3.2863849765,3.4749034749,3.3775633293,0.2358490566,6.8181818182,2.4096385542,2.3255813953,4.34782608695652,9.0909090909,10.447761194,2.0833333333,1.2048192771,4.9382716049,1.7094017094,4.347826087,0.9090909091,0.7692307692,0,0,1.0416666667,0,0
"Swansea 028C ","W01000804 ",1.7567567568,2.6086956522,3.515625,2.4324324324,0.3921568627,1.4925373134,4.1666666667,2.1978021978,11.5384615384615,5.8823529412,8.8888888889,2.1739130435,4.7619047619,3.8834951456,0,0,0,0,0.7462686567,0.9174311927,0,0,0
"Swansea 028D ","W01000805 ",0.8382229673,0,0.3861003861,1.1560693642,0.6896551724,0,0,0,2.08333333333333,0,12.903225806,0,1.6666666667,0,0,0,1.2820512821,0.8771929825,0,3.7037037037,0,0,0
"Swansea 029A ","W01000879 ",3.5267349261,5.6737588652,6.6473988439,4.3520309478,0.2262443439,2.2471910112,6.4102564103,7.8260869565,10.9375,15.294117647,10.909090909,4.2857142857,3.7735849057,1.9607843137,2.6086956522,2.1897810219,2.3622047244,0.5780346821,0,0.9615384615,0,0,0
"Swansea 029B ","W01000880 ",1.1450381679,2.4630541872,3.2786885246,1.1682242991,0.5847953216,4.6875,0,2.8169014085,7.31707317073171,2.5974025974,1.4925373134,1.5873015873,1.4285714286,1.0204081633,1.1764705882,0,0,0,0,0,0,0,3.5714285714
"Swansea 029C ","W01000881 ",7.4380165289,14.215686275,13.865546218,8.4415584416,1.4005602241,17.857142857,9.4594594595,16.216216216,11.7647058823529,23.188405797,15.254237288,8.4337349398,4.2105263158,10.843373494,7.2289156627,5.4794520548,5,1.8018018018,1.2048192771,1.2195121951,2.4390243902,0,1.724137931
"Swansea 029D ","W01000882 ",6.5355696935,11.585365854,11.375661376,7.2800808898,0.7281553398,12.121212121,9.1836734694,12.977099237,10,17.708333333,12.087912088,7.3170731707,8.3333333333,5.1020408163,8.4745762712,3.9603960396,0,1.7094017094,1.0416666667,0,1.4084507042,1.6129032258,0
"Swansea 031A ","W01000823 ",1.7523364486,2.2058823529,2.7272727273,2.5862068966,0,1.3157894737,3.2608695652,1.9230769231,5.17241379310345,9.8360655738,6.3829787234,3.2258064516,2.4096385542,0.9433962264,1.724137931,3.738317757,0,0.5988023952,0,0,0,0,0
"Swansea 031B ","W01000824 ",1.329787234,1.8099547511,1.6194331984,1.6548463357,0.4576659039,3.5714285714,0,1.1904761905,0,4.4444444444,0,1.724137931,3.8834951456,3.8461538462,1.0989010989,0,0.7692307692,0.78125,0,1.8518518519,0,0,0
"Swansea 031C ","W01000825 ",3.8300835655,6.1452513966,7.2115384615,4.6789989119,0.2958579882,3.3333333333,1.9607843137,11.764705882,13.7931034482759,15.853658537,4.6296296296,0,4.2553191489,1.7699115044,4.3956043956,4.9019607843,1.9417475728,4.3956043956,0,0,0,0,1.4925373134
"Swansea 031D ","W01000826 ",3.2592592593,8.6021505376,7.8341013825,3.2894736842,0.7425742574,10.769230769,5.2631578947,9.375,3.2258064516129,6.3492063492,4.6153846154,8.5106382979,5.1948051948,4.4943820225,0,3.125,1,0.9345794393,1.1111111111,1,1.1764705882,0,0
"Swansea 031E ","W01000827 ",4.6460176991,3.6866359447,3.162055336,5.8892815077,1.724137931,5.5555555556,4.1666666667,1.3698630137,0,13.888888889,16.091954023,8.4507042254,5.4347826087,5.8823529412,1.9230769231,2.4390243902,3.7735849057,1.7543859649,1.3698630137,4.2253521127,1.7543859649,0,0
"Neath Port Talbot 003A ","W01000893 ",6.1840120664,10.755813953,11.529411765,6.6613798573,0.5208333333,5,11.764705882,14.084507042,14.8148148148148,12.413793103,7.3170731707,6.3291139241,8.2644628099,5,6.0606060606,5.3333333333,3.125,0.7751937984,0.7874015748,1.0101010101,0,0,0
"Neath Port Talbot 003B ","W01000925 ",6.3151041667,8.7096774194,9.549071618,6.9989395546,1.4134275618,8.7378640777,8.8888888889,8.547008547,13.4328358208955,11.666666667,12.371134021,5.5555555556,6.5789473684,9.3457943925,1.7094017094,5.4347826087,2.1739130435,2.3529411765,2.6666666667,1.6393442623,1.3333333333,0,0
"Neath Port Talbot 003C ","W01000926 ",2.7972027972,3.007518797,3.4267912773,3.5618878005,0.8510638298,1.0416666667,2.5316455696,5.4945054945,5.45454545454545,7.2727272727,5.1546391753,4.3956043956,1.8518518519,6.2015503876,2.8368794326,0,3.6764705882,0.6289308176,0.6849315068,0.8849557522,0,3.0303030303,0
"Neath Port Talbot 005A ","W01000887 ",3.625,4.0307101727,4.854368932,4.1237113402,0.6116207951,3.0487804878,2.2857142857,6.5934065934,9.27835051546392,9.7014925373,5.8394160584,3.6458333333,3.75,2.4630541872,1.2422360248,5,2.5157232704,1.3422818792,1.7094017094,0,0,0,0
"Neath Port Talbot 005B ","W01000953 ",4.9418604651,9.5541401274,9.4594594595,4.4504995459,1.9672131148,13,6.4935064935,8.7591240876,8.92857142857143,6.7901234568,12.765957447,3.75,4.854368932,4,2.8571428571,1.724137931,0.8547008547,0.9259259259,3.7735849057,0,4,0,0
"Neath Port Talbot 005C ","W01000954 ",2.4028268551,4.845814978,5.0909090909,2.3385300668,0.6896551724,5.2631578947,2.9411764706,5.8823529412,6.25,2.9126213592,2.6315789474,2.5974025974,3.1578947368,3.3333333333,1.0752688172,0.9259259259,2.0202020202,0.9174311927,0,1.3513513514,0,0,2.9411764706
"Neath Port Talbot 005D ","W01000970 ",7.7787381158,15.228426396,14.516129032,7.6407506702,1.4018691589,11.290322581,12.280701754,20.512820513,11.7647058823529,14.141414141,7.2463768116,8.75,7.5757575758,8.5365853659,7,3.4482758621,1.7543859649,3.6363636364,0,4.347826087,0,2.2222222222,0
"Neath Port Talbot 006A ","W01000902 ",1.9646365422,3.4722222222,3.125,2.3489932886,0.3597122302,3.4482758621,4.347826087,2.8985507246,2.08333333333333,6.3829787234,9.375,4.0816326531,0,3.3333333333,0,3.1746031746,0,0.8130081301,1.0204081633,0,0,0,0
"Neath Port Talbot 006B ","W01000903 ",1.0752688172,2.1126760563,2.1390374332,1.3254786451,0,3.2258064516,2.0833333333,1.5873015873,2.22222222222222,4.5454545455,1.9607843137,5.2631578947,1.4705882353,0,0,1.0416666667,0.9900990099,0,0,0,0,0,0
"Neath Port Talbot 006C ","W01000904 ",1.3734466972,0.9463722397,1.1049723757,1.6393442623,0.8474576271,2.1739130435,0.9345794393,0,2.22222222222222,8,1.2345679012,1.0638297872,0.7246376812,0.6711409396,0.8849557522,1.3157894737,1.9607843137,0.9708737864,0,3.2258064516,0,0,0
"Neath Port Talbot 006D ","W01000905 ",2.1208226221,3.8575667656,4.2394014963,1.8072289157,0.8968609865,3.6144578313,1.7543859649,5.7142857143,6.25,2.0833333333,0,1.8348623853,0,3.0769230769,4.3859649123,0.9615384615,0,0,0,0,2.2727272727,0,3.125
"Neath Port Talbot 006E ","W01000908 ",2.6769779893,3.717472119,3.7151702786,3.5496957404,0,2.9850746269,4,3.937007874,3.7037037037037,10.344827586,2.7397260274,7.2463768116,1.1764705882,0.7092198582,4.6357615894,4.9019607843,0.9259259259,1.724137931,0,0,0,0,0
"Neath Port Talbot 007A ","W01000906 ",1.5458937198,6.7961165049,5.4794520548,1.4263074485,0,0,0,13.461538462,2.32558139534884,3.3898305085,2.380952381,0,0,4.5454545455,1.2048192771,1.1235955056,0,0,0,0,0,0,0
"Neath Port Talbot 007B ","W01000907 ",4.6857142857,7.0080862534,6.4516129032,5.0380228137,0.9174311927,10.169491525,5.1724137931,5.8394160584,3.17460317460317,15,13.253012048,1.7857142857,2.3076923077,2.4,4.132231405,3.3898305085,3.6144578313,2.0618556701,1.2658227848,0,0,2.2727272727,2.6315789474
"Neath Port Talbot 007C ","W01000922 ",7.6047904192,8.4375,8.4832904884,9.0569561158,1.0752688172,9.8901098901,7.6923076923,7.9710144928,8.69565217391304,16.806722689,15.044247788,5.1546391753,6.5040650407,8.6614173228,9.6774193548,9.7087378641,4.7619047619,3.5714285714,1.25,0,0,2.7027027027,2.7777777778
"Neath Port Talbot 007D ","W01000923 ",5.2309782609,7.8341013825,10.344827586,6.1965811966,0.6269592476,15.517241379,6.3492063492,4.1666666667,22.7272727272727,15.217391304,4.6875,5.3333333333,5.7471264368,8.1632653061,4.4247787611,4.6875,0.8474576271,1.7094017094,0,1.1111111111,0,2.2222222222,0
"Neath Port Talbot 009A ","W01000909 ",4.5178105995,9.8360655738,8.6363636364,4.347826087,1.1764705882,17.948717949,7.4626865672,7.7922077922,2.7027027027027,9.0909090909,6.5573770492,12.5,1.4285714286,1.2195121951,4.2253521127,5.376344086,3.8961038961,0.9259259259,0,3.2258064516,1.7857142857,0,0
"Neath Port Talbot 009B ","W01000910 ",3.7414965986,6.4356435644,5.7692307692,4.0526849037,0.7117437722,4.8387096774,3.7735849057,9.1954022989,3.44827586206897,11.111111111,6.5217391304,1.2195121951,3.9473684211,4.2553191489,4.7169811321,5.0420168067,2.5,0.6289308176,0,1.4492753623,2.5641025641,0,0
"Neath Port Talbot 009C ","W01000911 ",2.3923444976,1.4354066986,1.8587360595,3.1213872832,0,1.4084507042,1.6393442623,1.2987012987,3.33333333333333,14.285714286,3.6363636364,2.2222222222,0,0,4.5454545455,2.752293578,1.9801980198,0,0,0,0,0,0
"Neath Port Talbot 009D ","W01000969 ",2.0634920635,1.5789473684,2.4,2.6995305164,0,0,0,3.0612244898,5,10.95890411,1.5384615385,1.9607843137,1.6129032258,0.8771929825,4,2.5862068966,0,0,0,0,0,0,0
"Neath Port Talbot 008A ","W01000934 ",4.9089469517,8.3333333333,9.5435684647,5.2693208431,0,10.843373494,7.5471698113,5.8823529412,16.2162162162162,8.2706766917,4.2553191489,4.5977011494,5.2631578947,4.7058823529,4.3010752688,6.3829787234,1.2048192771,1.3888888889,0,0,0,0,0
"Neath Port Talbot 008B ","W01000935 ",7.1518987342,8.0213903743,11.111111111,8.4761904762,2.6239067055,8.1081081081,7.4074074074,8.4745762712,21.4285714285714,12,7.2072072072,4.7058823529,5.8139534884,9.4339622642,8.6206896552,11.86440678,2.9702970297,4.132231405,3.0303030303,1.5384615385,3.125,3.0769230769,2
"Neath Port Talbot 008C ","W01000938 ",2.5679758308,2.3668639053,3.317535545,3.7809647979,0.2577319588,2.9411764706,0,4.1095890411,7.14285714285714,10.526315789,15.909090909,5,0,2.8037383178,3.0303030303,1.9417475728,1.1363636364,0,0.8771929825,0,0,0,0
"Neath Port Talbot 008D ","W01000939 ",6.0556464812,12.582781457,12.834224599,6.5721649485,1.3559322034,10.606060606,9.375,16.981132075,13.8888888888889,11.904761905,6,3.6144578313,11.267605634,10.526315789,3.8961038961,5.2631578947,3.488372093,1.1494252874,1.4925373134,3.5087719298,0,1.724137931,0
"Neath Port Talbot 008E ","W01000940 ",5.6074766355,8.8353413655,9.1216216216,5.2567237164,3.2258064516,6.7567567568,11.111111111,8.2352941176,10.6382978723404,11.392405063,9,3.1578947368,2.5316455696,2.7397260274,4.1095890411,3.3333333333,0.9900990099,7.4074074074,1.6393442623,0,2.380952381,8.8235294118,7.1428571429
"Neath Port Talbot 010A ","W01000912 ",6.5404475043,10.61452514,11.659192825,6.9892473118,2.0920502092,9.756097561,8.7719298246,12.345679012,15.9090909090909,12.5,11.842105263,3.0303030303,8.3333333333,3.8961038961,3.7974683544,13.333333333,2.8169014085,1.0989010989,0,0,8.3333333333,0,0
"Neath Port Talbot 010B ","W01000913 ",6.390328152,9.3406593407,9.7674418605,6.7204301075,3.0172413793,9.2592592593,9.8039215686,9.0909090909,12.1212121212121,13.913043478,9.5238095238,0,9.5238095238,2.7777777778,5.7692307692,4.4117647059,4.6875,3.125,1.6949152542,0,0,7.8947368421,9.6774193548
"Neath Port Talbot 010C ","W01000914 ",8.6372360845,13.455657492,13.793103448,8.2272282076,3.2558139535,14.705882353,9,16,16,11.188811189,11.504424779,9.3457943925,7.8431372549,6.1946902655,4.347826087,8.5106382979,6.4516129032,3.2967032967,5.1724137931,2.8985507246,2.7027027027,0,5.2631578947
"Neath Port Talbot 010D ","W01000915 ",5.1452282158,7.4889867841,7.6086956522,5.7471264368,0,7.6923076923,6.0606060606,8.4337349398,8.16326530612245,14.705882353,7.5268817204,7.0588235294,1.4925373134,9.5744680851,3.7037037037,2.5641025641,0,3.2608695652,0,0,0,0,0
"Neath Port Talbot 010E ","W01000916 ",5.421686747,6.4935064935,7.1161048689,5.9299191375,2.1164021164,4.9382716049,4.7619047619,9.1954022989,11.1111111111111,12.162162162,4.4444444444,5.4054054054,4.2105263158,4.8780487805,8.1395348837,5.4054054054,4.4776119403,1.5625,3.1746031746,4.0816326531,0,0,0
"Neath Port Talbot 010F ","W01000917 ",2.8679245283,7.4152542373,7.0689655172,2.2246941046,0.2631578947,8.6956521739,4.3859649123,8.1218274112,5.55555555555556,2.1052631579,2.1276595745,4.4198895028,4.4444444444,0.9615384615,1.8348623853,0.5917159763,1.226993865,0.518134715,0.8333333333,0,0,0,0
"Neath Port Talbot 012A ","W01000936 ",7.9710144928,7.250755287,8.3743842365,9.4395280236,0.5882352941,6.7961165049,7.6086956522,7.3529411765,13.3333333333333,16.949152542,13.675213675,11.363636364,6.8965517241,3.5087719298,8.5714285714,10.810810811,5.6179775281,1.2820512821,0,2.2222222222,0,0,0
"Neath Port Talbot 012B ","W01000941 ",6.0446780552,6.5868263473,7.1428571429,6.8965517241,0.9900990099,7.9646017699,5.376344086,6.25,10.3448275862069,15.254237288,12.903225806,1.2820512821,7.1428571429,4.4642857143,5.3435114504,5.1724137931,5,1.1363636364,0,1.6949152542,0,2.380952381,0
"Neath Port Talbot 012C ","W01000942 ",7.8431372549,7.2941176471,7.6320939335,9,3.4351145038,10.273972603,6.7669172932,4.7945205479,9.30232558139535,16.993464052,15.942028986,12.068965517,2.5210084034,3.937007874,12.142857143,7.2727272727,1.9230769231,2.8037383178,1.5873015873,1.5151515152,2.2727272727,0,13.043478261
"Neath Port Talbot 012D ","W01000943 ",1.8745959922,3.3444816054,3.081232493,1.7875920084,0.6734006734,6.1728395062,1.2195121951,2.9411764706,1.72413793103448,5.2631578947,4.5454545455,1.2345679012,2.0618556701,0.78125,0,4,0,0,2.1739130435,0,0,0,0
"Neath Port Talbot 013A ","W01000894 ",6.9372693727,9.7674418605,10.606060606,8.0783353733,2.1671826625,5.2631578947,12.857142857,10.227272727,14.2857142857143,20.930232558,9.5744680851,5.7971014493,9.6774193548,7.1428571429,2.1276595745,7.6086956522,6.3829787234,1.0752688172,2.2988505747,1.2658227848,3.1746031746,4.0816326531,0
"Neath Port Talbot 013B ","W01000895 ",4.6133853151,4.3650793651,5.0505050505,5.4401582591,1.8115942029,1.25,2.5316455696,8.6021505376,8.88888888888889,13.333333333,4.3165467626,2.6315789474,11.214953271,6.6666666667,2.6548672566,5.6910569106,1.1764705882,0,2.2988505747,1.5384615385,4.7619047619,0,0
"Neath Port Talbot 013C ","W01000896 ",10.43890866,15.051020408,14.495798319,10.318949343,3.0701754386,15.517241379,14.285714286,15.333333333,11.9047619047619,18.709677419,7.4626865672,6.25,5.1546391753,18.269230769,15.503875969,5.6074766355,3.3707865169,2.8169014085,1.6129032258,2,0,7.5471698113,4.5454545455
"Neath Port Talbot 013D ","W01000897 ",8.8905775076,22.580645161,21.691176471,7.6086956522,1.8450184502,25.806451613,31.914893617,16.666666667,18.1818181818182,13.75,12.162162162,7.4468085106,11.392405063,6.0240963855,8.4337349398,1.1904761905,4.0404040404,0,2.6315789474,0,3.3898305085,2.5,0
"Neath Port Talbot 013E ","W01000937 ",5.3333333333,7.5268817204,8.0091533181,5.4212454212,2.0833333333,5.2287581699,8.5714285714,9.649122807,10.7692307692308,8.9743589744,4.1916167665,10.404624277,2.2388059701,3.6231884058,6.5359477124,2.7972027972,1.6129032258,3.5714285714,3.6144578313,1.1494252874,0,5.4054054054,0
"Neath Port Talbot 015A ","W01000889 ",2.4594745668,3.488372093,3.3333333333,2.972027972,0.2583979328,6.0975609756,3.7037037037,1.0526315789,2.77777777777778,5.3191489362,6.6037735849,4.7169811321,0.8,0,2.8368794326,2.1582733813,1.7094017094,3.5971223022,0,0,0,1.4705882353,0
"Neath Port Talbot 015B ","W01000890 ",2.6570048309,3.7453183521,4.012345679,3.2723772859,0,2.4691358025,2.9850746269,5.0420168067,5.26315789473684,11.363636364,2.5974025974,3.7974683544,3.9215686275,0.8771929825,5.3097345133,1.5267175573,2.2900763359,0,0,0,0,0,0
"Neath Port Talbot 015C ","W01000891 ",5.9385665529,8.3941605839,8.8685015291,6.6304347826,1.1070110701,9.6774193548,6.3157894737,9.3023255814,11.3207547169811,11.764705882,7.0707070707,4.6511627907,6.0975609756,8.1395348837,8.4112149533,8.2191780822,1.9047619048,1.1904761905,2.8169014085,0,0,0,2.5
"Neath Port Talbot 015D ","W01000892 ",3.0661646046,4.3956043956,4.2424242424,4.0797824116,0,1.2987012987,4.8780487805,6.1403508772,3.50877192982456,12.962962963,6.0606060606,2.8037383178,3.4782608696,1.7857142857,1.7543859649,7.2,2.4193548387,0,0,0,0,0,0
"Neath Port Talbot 016A ","W01000883 ",3.2051282051,5.325443787,5.1162790698,3.5749751738,0,7.2727272727,4.2553191489,4.4776119403,4.34782608695652,9.375,8.1395348837,3.7037037037,1.4285714286,1.8181818182,6.4220183486,3.0487804878,0.5917159763,0,0,0,0,0,0
"Neath Port Talbot 016B ","W01000958 ",9.0342679128,12.464589235,11.893203883,9.3779904306,1.4492753623,16.666666667,9.1666666667,12.213740458,8.47457627118644,15.328467153,10.810810811,9.009009009,11.392405063,12.871287129,7.8431372549,7.6923076923,6.2992125984,3.5087719298,1.7543859649,0,5,0,0
"Neath Port Talbot 016C ","W01000961 ",6.1452513966,11.70212766,11.314984709,6.3492063492,1.5625,9.756097561,13.235294118,12.121212121,8.88888888888889,14.655172414,5.376344086,6.25,7.8651685393,1.9607843137,11,3.8167938931,1.0416666667,2.5974025974,2.1978021978,0,1.7699115044,2.6666666667,0
"Neath Port Talbot 016D ","W01000962 ",7.4825618263,7.8590785908,8.9244851259,8.6053412463,1.0152284264,3.3613445378,6.3063063063,12.949640288,14.7058823529412,20.863309353,4.5454545455,6.6666666667,6.5217391304,9.375,4.0816326531,7.4468085106,6.9306930693,2.1505376344,1.9230769231,2.5,0,0,0
"Neath Port Talbot 016E ","W01000963 ",7.2107322527,12.324929972,12.527964206,7.5046904315,1.3661202186,11.650485437,13.131313131,12.258064516,13.3333333333333,14.285714286,7.619047619,7.8947368421,2.4390243902,11.009174312,6.0869565217,7.6335877863,3,0,1.6393442623,3.0303030303,0,2.1052631579,0
"Neath Port Talbot 016F ","W01000964 ",7.3156682028,11.726384365,11.959287532,7.7809798271,2.5773195876,9.3333333333,9.8591549296,13.664596273,12.7906976744186,17.431192661,8.3333333333,10.784313725,5.9523809524,6.7307692308,5.9829059829,5.5944055944,1.9230769231,2.380952381,0,8.7378640777,1.0204081633,0,0
"Neath Port Talbot 017A ","W01000884 ",5.8681672026,4.3824701195,5.7046979866,7.1253071253,2.2346368715,1.8691588785,2.5974025974,10.447761194,12.7659574468085,17.391304348,6.25,5.7471264368,2.4390243902,4.1666666667,7.2289156627,4.8192771084,2.8169014085,4.347826087,6.8965517241,0,0,0,0
"Neath Port Talbot 017B ","W01000885 ",5,5.7142857143,5.9027777778,5.3204353083,3.2258064516,6.7415730337,5.7971014493,4.5977011494,6.97674418604651,10,5.5555555556,6.5934065934,2.6315789474,6.9444444444,3.7974683544,3.488372093,0,3.8461538462,8,2.7397260274,0,0,0
"Neath Port Talbot 017C ","W01000886 ",6.3599458728,14.232209738,12.732919255,5.2837573386,1.0582010582,14.432989691,17.5,11.111111111,5.45454545454545,8.5271317829,6.8965517241,7.9207920792,7.2072072072,6.862745098,2.1505376344,2.6785714286,1.9047619048,0,0,0,0,9.0909090909,0
"Neath Port Talbot 017D ","W01000957 ",7.4299634592,10.576923077,10.902255639,9.2702169625,1.4285714286,8,10.526315789,13.157894737,12.0689655172414,20,11.111111111,9.6774193548,14.0625,6.6666666667,7.5187969925,6.1403508772,3.5714285714,5,2.6785714286,2.0408163265,1.3698630137,0,0
"Neath Port Talbot 017E ","W01000959 ",3.2453245325,4.4025157233,4.2394014963,3.3744855967,1.4035087719,0,3.2608695652,7.6923076923,3.6144578313253,8.2644628099,6.7961165049,1.5873015873,1.6,5.4054054054,2.0689655172,2.0979020979,1.5873015873,2.2727272727,2.8985507246,1.3698630137,0,2.1276595745,0
"Neath Port Talbot 017F ","W01000960 ",5.9233449477,11.186440678,10.136986301,5.7880676759,1.3157894737,8.4210526316,11.392405063,13.223140496,5.71428571428571,9.3457943925,5.7142857143,8.0882352941,3.4482758621,10.4,3.90625,5.8333333333,1.8518518519,2.7777777778,2.8169014085,1.3513513514,0,0,1.9607843137
"Neath Port Talbot 011A ","W01000920 ",5.8121019108,13.596491228,12.802768166,4.9878345499,0.4854368932,7.2463768116,17.391304348,15.555555556,9.83606557377049,8.8888888889,6.0606060606,6.6666666667,2.8169014085,5.8252427184,4.0816326531,5.2631578947,2.3255813953,0,0,1.8867924528,0,0,0
"Neath Port Talbot 011B ","W01000921 ",5.0518134715,8.0996884735,7.8880407125,4.958677686,1.568627451,3.9603960396,9.4117647059,10.37037037,6.94444444444444,8.0291970803,7.0422535211,5.7142857143,4.4642857143,4.2553191489,7.1428571429,4.5454545455,1.8181818182,0,2.0833333333,0,0,10,0
"Neath Port Talbot 011C ","W01000924 ",5.4744525547,5.6994818653,6.3829787234,6.31276901,2.427184466,5.6338028169,5.6603773585,5.7971014493,9.52380952380952,3.9473684211,11.688311688,10.526315789,6.5573770492,4.2253521127,4.5454545455,11.688311688,0,3.0612244898,0,0,4.1666666667,5,6.4516129032
"Neath Port Talbot 011D ","W01000930 ",6.2408223201,12.033195021,10.828025478,5.9164733179,1.9305019305,7.8947368421,7.0175438596,17.592592593,6.84931506849315,11.206896552,6.5573770492,8.4337349398,3.8961038961,7.1428571429,6.1224489796,5.5555555556,0,1.1904761905,2.3529411765,1.4285714286,2.0408163265,0,4.7619047619
"Neath Port Talbot 014A ","W01000898 ",4.0871934605,7.6045627376,7.3394495413,4.0211640212,0.7692307692,6.1728395062,9.0909090909,7.619047619,6.25,11.111111111,8.3333333333,1.2820512821,4.1237113402,6.4516129032,1.4814814815,5.6603773585,0.9345794393,0,0,1.7543859649,0,2.8571428571,0
"Neath Port Talbot 014B ","W01000899 ",1.3103037522,0.3300330033,1.3089005236,1.9718309859,0,1.1494252874,0,0,5.06329113924051,4.6511627907,1.1363636364,1.1904761905,0.9009009009,1.3333333333,2.027027027,2.5,1.0989010989,0.9259259259,0,0,0,0,0
